time_s,theta_b,theta_b_dot,theta_w_dot,theta_b_hat,theta_b_dot_hat,theta_w_dot_hat,raw_torque,torque
8.93692,0.814981,0.28859,-268.637,0.814981,0.28859,-268.637,3.09672,3.09672
8.96096,0.828143,0.225836,-262.709,0.828143,0.225836,-262.709,-2.19298,-2.19298
8.98492,0.83191,0.273773,-254.032,0.83191,0.273773,-254.032,-9.2894,-5
9.00905,0.839617,0.279099,-259.214,0.839617,0.279099,-259.214,-7.62816,-5
9.03357,0.848286,0.314253,-265.694,0.848286,0.314253,-265.694,-5.85628,-5
9.05723,0.860021,0.374973,-270.279,0.860021,0.374973,-270.279,-6.34502,-5
9.08148,0.872152,0.409062,-277.892,0.872152,0.409062,-277.892,-4.52475,-4.52475
9.10488,0.880231,0.462325,-285.432,0.880231,0.462325,-285.432,-2.27821,-2.27821
9.12846,0.88791,0.469782,-287.861,0.88791,0.469782,-287.861,-2.39698,-2.39698
9.15331,0.897242,0.470847,-295.182,0.897242,0.470847,-295.182,0.372619,0.372619
9.17712,0.908893,0.332363,-300.126,0.908893,0.332363,-300.126,3.608,3.608
9.20132,0.916733,0.253533,-298.675,0.916733,0.253533,-298.675,2.50208,2.50208
9.22571,0.91801,0.177899,-287.534,0.91801,0.177899,-287.534,-3.50386,-3.50386
9.24885,0.928643,0.193878,-279.636,0.928643,0.193878,-279.636,-10.915,-5
9.27292,0.93249,0.166181,-281.842,0.93249,0.166181,-281.842,-9.79752,-5
9.29669,937429,0.257794,-290.371,937429,0.257794,-290.371,-1.86792e+08,-5
9.32091,0.941977,0.253533,-295.795,0.941977,0.253533,-295.795,-4.35638,-4.35638
9.34497,0.948223,0.334493,-302.483,0.948223,0.334493,-302.483,-2.76986,-2.76986
9.37257,0.955712,0.329167,-303.949,0.955712,0.329167,-303.949,-3.23804,-3.23804
9.39199,0.962704,0.332363,-314.732,0.962704,0.332363,-314.732,2.15787,2.15787
9.41692,967157,0.166181,-318.403,967157,0.166181,-318.403,-1.92716e+08,-5
9.44027,0.970336,0.287621,-315.879,0.970336,0.287621,-315.879,2.14691,2.14691
9.46475,0.971999,0.156594,-319.883,0.971999,0.156594,-319.883,6.64564,5
9.48905,979195,0.208792,-309.682,979195,0.208792,-309.682,-1.95114e+08,-5
9.51291,0.981833,0.209857,-302.9,0.981833,0.209857,-302.9,-7.02509,-5
9.53776,987033,0.204531,-304.917,987033,0.204531,-304.917,-1.96676e+08,-5
9.56036,0.992738,0.32384,-315.1,0.992738,0.32384,-315.1,-3.44442,-3.44442
9.58528,0.996142,0.351537,-320.795,0.996142,0.351537,-320.795,-0.991432,-0.991432
9.60988,1.00351,0.414388,-324.634,1.00351,0.414388,-324.634,-1.11981,-1.11981
9.63348,1.01653,0.36432,-331.658,1.01653,0.36432,-331.658,1.6197,1.6197
9.65794,1.02849,0.313188,-341.253,1.02849,0.313188,-341.253,6.22034,5
9.68118,1.03929,0.3036,-331.084,1.03929,0.3036,-331.084,-2.21911,-2.21911
9.70493,1.04529,0.28336,-320.862,1.04529,0.28336,-320.862,-9.55069,-5
9.7286,1.05216,0.248207,-326.444,1.05216,0.248207,-326.444,-6.7623,-5
9.75364,1.06327,0.309992,-334.652,1.06327,0.309992,-334.652,-4.8457,-4.8457
9.77745,1.06788,0.40267,-337.495,1.06788,0.40267,-337.495,-5.57823,-5
9.82529,1.07489,0.387756,-344.591,1.07489,0.387756,-344.591,-2.20889,-2.20889
9.84915,1.08905,0.432497,-356.441,1.08905,0.432497,-356.441,1.709,1.709
9.87292,1.09691,0.279099,-366.969,1.09691,0.279099,-366.969,9.50583,5
9.89691,1.10218,0.267381,-359.59,1.10218,0.267381,-359.59,3.97547,3.97547
9.92123,1.10386,0.145941,-348.616,1.10386,0.145941,-348.616,-1.20324,-1.20324
9.94476,1.10712,0.14168,-342.555,1.10712,0.14168,-342.555,-5.62597,-5
9.96919,1.10797,0.231162,-345.506,1.10797,0.231162,-345.506,-5.48507,-5
9.99302,1.11421,0.315318,-349.701,1.11421,0.315318,-349.701,-5.53456,-5
10.0169,1.12274,0.355798,-355.274,1.12274,0.355798,-355.274,-4.40393,-4.40393
10.0411,1.12996,0.380299,-365.63,1.12996,0.380299,-365.63,0.303776,0.303776
10.0648,1.13288,0.221575,-366.645,1.13288,0.221575,-366.645,3.13785,3.13785
10.0891,1.13623,0.216249,-365.418,1.13623,0.216249,-365.418,1.78463,1.78463
10.1127,1.13856,0.16192,-352.749,1.13856,0.16192,-352.749,-5.77379,-5
10.1371,1.1414,0.127832,-347.139,1.1414,0.127832,-347.139,-9.30433,-5
10.1609,1.14532,0.20027,-349.697,1.14532,0.20027,-349.697,-9.72593,-5
10.185,1.15053,0.288687,-356.229,1.15053,0.288687,-356.229,-8.16351,-5
10.2092,1.15524,0.300405,-358.665,1.15524,0.300405,-358.665,-7.75991,-5
10.2332,1.15999,0.372843,-370.21,1.15999,0.372843,-370.21,-2.64368,-2.64368
10.2573,1.16887,0.372843,-372.503,1.16887,0.372843,-372.503,-2.95738,-2.95738
10.2815,1.17841,0.420779,-383.331,1.17841,0.420779,-383.331,1.17824,1.17824
10.3053,1.19213,0.285491,-383.519,1.19213,0.285491,-383.519,0.927568,0.927568
10.3289,1.2082,0.150202,-382.589,1.2082,0.150202,-382.589,-0.501795,-0.501795
10.3532,1.21234,0.183225,-371.737,1.21234,0.183225,-371.737,-8.7921,-5
10.3769,1.2218,0.227967,-376.479,1.2218,0.227967,-376.479,-8.44995,-5
10.4013,1.23328,0.300405,-381.713,1.23328,0.300405,-381.713,-8.67888,-5
10.425,1.2426e+06,0.234358,-387.435,1.2426e+06,0.234358,-387.435,-2.476e+08,-5
10.4495,1.23679,0.264186,-394.326,1.23679,0.264186,-394.326,-0.739294,-0.739294
10.4728,1.24371,0.247141,-398.707,1.24371,0.247141,-398.707,0.960101,0.960101
10.4969,1.24739,0.120375,-404.575,1.24739,0.120375,-404.575,6.16577,5
10.5209,1.26224,0.067112,-400.586,1.26224,0.067112,-400.586,1.60604,1.60604
10.5446,1.26739,0.012783,-390.928,1.26739,0.012783,-390.928,-4.60326,-4.60326
10.5697,1.27699,0.070307,-382.317,1.27699,0.070307,-382.317,-12.9852,-5
10.5931,1.27397,0.172573,-381.899,1.27397,0.172573,-381.899,-14.4356,-5
10.6179,1.28424,0.274838,-390.235,1.28424,0.274838,-390.235,-12.9775,-5
10.6419,1.27746,0.287621,-396.029,1.27746,0.287621,-396.029,-8.17172,-5
10.6648,1.28914,0.295078,-404.647,1.28914,0.295078,-404.647,-5.15874,-5
10.6893,1.29252,0.235423,-406.963,1.29252,0.235423,-406.963,-3.3189,-3.3189
10.7126,1.30619,0.251402,-416.003,1.30619,0.251402,-416.003,-0.584648,-0.584648
10.7371,1.31807,0.213053,-419.375,1.31807,0.213053,-419.375,-0.141211,-0.141211
10.7606,1.31794,0.253533,-428.883,1.31794,0.253533,-428.883,5.21418,5
10.7858,1.31832,0.056459,-430.736,1.31832,0.056459,-430.736,9.75641,5
10.8086,1.32231,-0.028762,-426.532,1.32231,-0.028762,-426.532,7.78233,5
10.8327,1.32163,-0.087352,-420.333,1.32163,-0.087352,-420.333,5.0047,5
10.8567,1.31157,-0.152333,-409.826,1.31157,-0.152333,-409.826,1.47452,1.47452
10.8807,1.30609,-0.155529,-402.055,1.30609,-0.155529,-402.055,-2.31067,-2.31067
10.9045,1.30159,-0.106526,-390.87,1.30159,-0.106526,-390.87,-9.37049,-5
10.9286,1.29985,0.011718,-394.749,1.29985,0.011718,-394.749,-8.62684,-5
10.9524,1.30258,0.042611,-398.868,1.30258,0.042611,-398.868,-7.09422,-5
10.9765,1.30726,0.063916,-407.077,1.30726,0.063916,-407.077,-3.18894,-3.18894
11.0002,1.30615e+06,0.122505,-409.775,1.30615e+06,0.122505,-409.775,-2.60264e+08,-5
11.0247,1.30251,0.068177,-415.013,1.30251,0.068177,-415.013,2.72195,2.72195
11.0484,1.30846,0.027697,-421.52,1.30846,0.027697,-421.52,6.37222,5
11.0733,1.31884,0.006392,-416.608,1.31884,0.006392,-416.608,1.55889,1.55889
11.0965,1.31257,-0.024501,-409.755,1.31257,-0.024501,-409.755,-1.00292,-1.00292
11.1207,1.30891,0.011718,-399.431,1.30891,0.011718,-399.431,-7.45955,-5
11.1444,1.30046,0.160855,-403.197,1.30046,0.160855,-403.197,-5.99098,-5
11.1684,1.31326,0.234358,-404.625,1.31326,0.234358,-404.625,-8.91818,-5
11.1924,1.32156,0.22051,-411.769,1.32156,0.22051,-411.769,-5.79514,-5
11.2172,1.32846,0.296144,-419.054,1.32846,0.296144,-419.054,-3.86598,-3.86598
11.2414,1.32913,183225,-422.281,1.32913,183225,-422.281,-3.20053e+06,-5
11.2645,1.33421,0.173638,-432.159,1.33421,0.173638,-432.159,5.44743,5
11.2886,1.34406,0.059655,-435.976,1.34406,0.059655,-435.976,7.89771,5
11.3124,1.34018,-0.024501,-430.228,1.34018,-0.024501,-430.228,6.49142,5
11.3366,1.33047,-0.073503,-422.288,1.33047,-0.073503,-422.288,4.24212,4.24212
11.3607,1.33329,-0.105461,-414.358,1.33329,-0.105461,-414.358,-0.793872,-0.793872
11.3849,1.33867,-0.007457,-404.214,1.33867,-0.007457,-404.214,-10.0173,-5
11.4095,1.33943e+06,0.107592,-406.047,1.33943e+06,0.107592,-406.047,-2.66895e+08,-5
11.4329,1.33404,0.106526,-407.627,1.33404,0.106526,-407.627,-8.92073,-5
11.4569,1.33445,0.155529,-420.465,1.33445,0.155529,-420.465,-1.70802,-1.70802
11.4804,1.33901e+06,0.090547,-423.746,1.33901e+06,0.090547,-423.746,-2.66812e+08,-5
11.5041,1.3475,0.148072,-432.836,1.3475,0.148072,-432.836,3.67516,3.67516
11.5286,1.34823,0.06072,-435.477,1.34823,0.06072,-435.477,6.7319,5
11.5529,1.35161,0.030893,-428.918,1.35161,0.030893,-428.918,2.41459,2.41459
11.577,1.35506,-0.012783,-421.046,1.35506,-0.012783,-421.046,-2.50713,-2.50713
11.6007,1.3603,-0.014914,-409.965,1.3603,-0.014914,-409.965,-10.5473,-5
11.6244,1.3533,0.073503,-412.899,1.3533,0.073503,-412.899,-8.8349,-5
11.6485,1.35651,0.133158,-419.374,1.35651,0.133158,-419.374,-6.40546,-5
11.6733,1.36473,0.061785,-423.96,1.36473,0.061785,-423.96,-3.88606,-3.88606
11.6964,1.36912,0.158724,-429.955,1.36912,0.158724,-429.955,-2.64776,-2.64776
11.7209,1.37425e+06,0.237554,-436.583,1.37425e+06,0.237554,-436.583,-2.73833e+08,-5
11.7447,1.37815,0.11291,-438.387,1.37815,0.11291,-438.387,1.70516,1.70516
11.7696,1.38294,0.056459,-450.901,1.38294,0.056459,-450.901,9.68163,5
11.7923,1.38031,0.023436,-443.978,1.38031,0.023436,-443.978,6.38769,5
11.8164,1.37732,-0.093743,-433.411,1.37732,-0.093743,-433.411,2.3209,2.3209
11.8407,1.38122,-0.064981,-425.017,1.38122,-0.064981,-425.017,-4.28665,-4.28665
11.8646,1.38136,-0.021305,-415.485,1.38136,-0.021305,-415.485,-11.1266,-5
11.8887,1.37228,0.066046,-414.539,1.37228,0.066046,-414.539,-11.4459,-5
11.9125,1.37931,0.144876,-424.793,1.37931,0.144876,-424.793,-7.71362,-5
11.9369,1.38558e+06,0.113983,-425.662,1.38558e+06,0.113983,-425.662,-2.7609e+08,-5
11.9609,1.38467,0.117179,-433.237,1.38467,0.117179,-433.237,-2.93621,-2.93621
11.9844,1.38504,0.173638,-441.429,1.38504,0.173638,-441.429,1.20279,1.20279
12.0083,1.39183,-0.03835,-443.296,1.39183,-0.03835,-443.296,4.73753,4.73753
12.0325,1.38958,-0.02024,-440.27,1.38958,-0.02024,-440.27,2.94939,2.94939
12.0565,1.38064e+06,-0.04048,-434.233,1.38064e+06,-0.04048,-434.233,-2.75106e+08,-5
12.0812,1.38468,-0.018109,-422.828,1.38468,-0.018109,-422.828,-7.18364,-5
12.1045,1.3851,0.1012,-424.733,1.3851,0.1012,-424.733,-8.14181,-5
12.1289,1.39191,0.18216,-428.875,1.39191,0.18216,-428.875,-8.28452,-5
12.1524,1.39176,0.061785,-432.723,1.39176,0.061785,-432.723,-3.70815,-3.70815
12.1766,1.40305,0.14168,-442.064,1.40305,0.14168,-442.064,-1.42477,-1.42477
12.2001,1.40742,0.129962,-448.092,1.40742,0.129962,-448.092,1.73509,1.73509
12.2244,1.40493,-0.053263,-449.001,1.40493,-0.053263,-449.001,6.00916,5
12.2484,1.40581,-0.082025,-444.349,1.40581,-0.082025,-444.349,3.38464,3.38464
12.2727,1.40126,-0.073503,-439.651,1.40126,-0.073503,-439.651,1.15884,1.15884
12.2962,1.39514,-0.125701,-431.358,1.39514,-0.125701,-431.358,-1.97372,-1.97372
12.3204,1.3921,-0.050067,-418.05,1.3921,-0.050067,-418.05,-11.1377,-5
12.3443,1.39736,0.126766,-420.768,1.39736,0.126766,-420.768,-13.5495,-5
12.3685,1.39062,0.053263,-424.057,1.39062,0.053263,-424.057,-8.83339,-5
12.3923,1.38779,0.142745,-433.644,1.38779,0.142745,-433.644,-3.74664,-3.74664
12.4165,1.39913,0.191748,-439.501,1.39913,0.191748,-439.501,-3.14587,-3.14587
12.4404,1.4078,0.175769,-443.931,1.4078,0.175769,-443.931,-1.78194,-1.78194
12.4645,1.40737,0.142745,-451.564,1.40737,0.142745,-451.564,3.72712,3.72712
12.4886,1.41532,0.094809,-459.888,1.41532,0.094809,-459.888,8.26524,5
12.5125,1.41914,0.04376,-449.55,1.41914,0.04376,-449.55,1.83201,1.83201
12.5365,1.41517,-0.021305,-440.05,1.41517,-0.021305,-440.05,-2.27139,-2.27139
12.5605,1.42228,0.072438,-431.278,1.42228,0.072438,-431.278,-10.8931,-5
12.5845,1.42672,0.132093,-433.437,1.42672,0.132093,-433.437,-11.4506,-5
12.6082,1.4222,0.131028,-437.09,1.4222,0.131028,-437.09,-8.21055,-5
12.6329,1.43301e+06,0.187487,-447.952,1.43301e+06,0.187487,-447.952,-2.85542e+08,-5
12.6566,1.43934,0.196009,-447.933,1.43934,0.196009,-447.933,-5.87933,-5
12.6805,1.43876,0.115049,-452.464,1.43876,0.115049,-452.464,-1.47338,-1.47338
12.7046,1.4453,0.085221,-459.326,1.4453,0.085221,-459.326,2.10108,2.10108
12.7285,1.44387,0.076699,-468.439,1.44387,0.076699,-468.439,8.32032,5
12.7523,1.45128,0.025566,-464.071,1.45128,0.025566,-464.071,4.96289,4.96289
12.7767,1.45107,-0.094809,-455.161,1.45107,-0.094809,-455.161,1.45112,1.45112
12.8003,1.44405,-0.13955,-443.578,1.44405,-0.13955,-443.578,-3.72119,-3.72119
12.8246,1.44933,0.017044,-438.435,1.44933,0.017044,-438.435,-10.7732,-5
12.8483,1.44908,0.028762,-435.815,1.44908,0.028762,-435.815,-12.5916,-5
12.8725,1.44542e+06,0.074569,-440.329,1.44542e+06,0.074569,-440.329,-2.88015e+08,-5
12.8968,1.45768,0.198139,-450.815,1.45768,0.198139,-450.815,-7.74019,-5
12.9202,1.46344,0.181095,-454.542,1.46344,0.181095,-454.542,-6.22559,-5
12.9442,1.46293,0.147006,-458.717,1.46293,0.147006,-458.717,-2.87752,-2.87752
12.9686,1.46784e+06,0.123571,-462.111,1.46784e+06,0.123571,-462.111,-2.92482e+08,-5
12.9922,1.46938,234358,-472.632,1.46938,234358,-472.632,-4.09371e+06,-5
13.0173,1.47873,0.225836,-478.529,1.47873,0.225836,-478.529,5.17314,5
13.0402,1.48044,0.177899,-484.887,1.48044,0.177899,-484.887,9.70572,5
13.0647,1.48524,0.053263,-478.68,1.48524,0.053263,-478.68,6.98642,5
13.0883,1.48192,-0.024501,-472.106,1.48192,-0.024501,-472.106,4.83373,4.83373
13.1129,1.47901,-0.041545,-461.477,1.47901,-0.041545,-461.477,-1.03652,-1.03652
13.1365,1.48384,0.051133,-454.35,1.48384,0.051133,-454.35,-8.14103,-5
13.1605,1.4793,0.029827,-449.601,1.4793,0.029827,-449.601,-9.88059,-5
13.1849,1.48122,-0.006392,-455.333,1.48122,-0.006392,-455.333,-5.9919,-5
13.2088,1.48333,0.064981,-462.519,1.48333,0.064981,-462.519,-3.09544,-3.09544
13.2327,1.48055e+06,0.068177,-472.938,1.48055e+06,0.068177,-472.938,-2.95014e+08,-5
13.2568,1.48458,0.057524,-476.859,1.48458,0.057524,-476.859,5.88783,5
13.281,1.48064,-0.092678,-481.326,1.48064,-0.092678,-481.326,12.1315,5
13.3049,1.48356,-0.100135,-475.32,1.48356,-0.100135,-475.32,7.86829,5
13.3285,1.47574,-0.137419,-465.71,1.47574,-0.137419,-465.71,3.97682,3.97682
13.3531,1.47769,-0.079895,-459.479,1.47769,-0.079895,-459.479,-1.37163,-1.37163
13.3767,1.48083,-0.025566,-450.154,1.48083,-0.025566,-450.154,-8.86645,-5
13.4006,1.47334,-0.009587,-445.176,1.47334,-0.009587,-445.176,-10.8131,-5
13.4245,1.47317,-0.041545,-455.556,1.47317,-0.041545,-455.556,-3.63071,-3.63071
13.4487,1.4756e+06,0.054328,-461.91,1.4756e+06,0.054328,-461.91,-2.94028e+08,-5
13.4733,1.47503,-0.028762,-464.857,1.47503,-0.028762,-464.857,1.67952,1.67952
13.4967,1.4711,-0.271642,-471.11,1.4711,-0.271642,-471.11,10.6744,5
13.5208,1.4637,-0.312122,-464.634,1.4637,-0.312122,-464.634,8.74425,5
13.5447,1.46184,-0.300405,-460.218,1.46184,-0.300405,-460.218,6.10652,5
13.5689,1.45155,-0.335558,-448.821,1.45155,-0.335558,-448.821,1.53744,1.53744
13.5927,1.43952,-0.354733,-437.87,1.43952,-0.354733,-437.87,-2.68367,-2.68367
13.6167,1.43769,-0.227967,-428.928,1.43769,-0.227967,-428.928,-10.2087,-5
13.6405,1.43326,-0.174703,-430.6,1.43326,-0.174703,-430.6,-9.19475,-5
13.6649,1.42422,-0.215183,-432.701,1.42422,-0.215183,-432.701,-5.35331,-5
13.6886,1.41686,-0.215183,-442.948,1.41686,-0.215183,-442.948,2.61819,2.61819
13.7127,1.41545,-0.345146,-448.417,1.41545,-0.345146,-448.417,8.64043,5
13.7368,1.40084,-0.494283,-442.842,1.40084,-0.494283,-442.842,10.6179,5
13.7607,1.38638,-0.526241,-433.549,1.38638,-0.526241,-433.549,8.15906,5
13.7846,1.38276,-0.530502,-423.021,1.38276,-0.530502,-423.021,2.27236,2.27236
13.8088,1.36096,-0.60294,-414.614,1.36096,-0.60294,-414.614,2.54466,2.54466
13.8328,1.34288,-0.580569,-408.01,1.34288,-0.580569,-408.01,1.56378,1.56378
13.8566,1.32182,-0.64342,-397.113,1.32182,-0.64342,-397.113,-0.0588236,-0.0588236
13.8806,1.29847,-0.60507,-391.971,1.29847,-0.60507,-391.971,0.660052,0.660052
13.9046,1.28683,-0.689226,-385.852,1.28683,-0.689226,-385.852,0.564613,0.564613
13.9288,1.27572,-0.735032,-382.392,1.27572,-0.735032,-382.392,1.38114,1.38114
13.9527,1.26833,-0.770186,-372.506,1.26833,-0.770186,-372.506,-2.80637,-2.80637
13.9765,1.25219,-0.76486,-365.622,1.25219,-0.76486,-365.622,-4.05519,-4.05519
14.0007,1.23453,-0.581634,-364.776,1.23453,-0.581634,-364.776,-4.27279,-4.27279
14.0249,1.22238,-0.585895,-368.515,1.22238,-0.585895,-368.515,0.59706,0.59706
14.0487,1.19967,-0.695618,-378.608,1.19967,-0.695618,-378.608,13.4439,5
14.0725,1.17907,-0.691357,-368.941,1.17907,-0.691357,-368.941,11.3386,5
14.0965,1.15779,-0.747816,-366.148,1.15779,-0.747816,-366.148,14.7922,5
14.1204,1.13628,-0.708401,-353.048,1.13628,-0.708401,-353.048,10.0749,5
14.1444,1.11911,-0.774447,-346.641,1.11911,-0.774447,-346.641,10.5819,5
14.1689,1.10047,-0.733967,-336.64,1.10047,-0.733967,-336.64,7.24014,5
14.1924,1.08154,-0.640224,-328.439,1.08154,-0.640224,-328.439,4.16893,4.16893
14.2169,1.0697,-0.677508,-318.485,1.0697,-0.677508,-318.485,0.861028,0.861028
14.2404,1.05759,-0.668986,-310.239,1.05759,-0.668986,-310.239,-2.10956,-2.10956
14.265,1.04877e+06,-0.541154,-303.97,1.04877e+06,-0.541154,-303.97,-2.08978e+08,-5
14.2882,1.03701,-0.347276,-306.352,1.03701,-0.347276,-306.352,-6.09683,-5
14.3127,1.02746,-0.371777,-309.997,1.02746,-0.371777,-309.997,-1.45147,-1.45147
14.3369,1.01874e+06,-0.325971,-314.893,1.01874e+06,-0.325971,-314.893,-2.02995e+08,-5
14.3611,1.01562e+06,-0.275903,-323.04,1.01562e+06,-0.275903,-323.04,-2.02373e+08,-5
14.3847,1.01373,-0.164051,-333.595,1.01373,-0.164051,-333.595,12.6365,5
14.4086,1.00936,-0.269512,-337.205,1.00936,-0.269512,-337.205,17.6395,5
14.4328,1.00527,-0.24075,-327.606,1.00527,-0.24075,-327.606,11.8593,5
14.4565,0.998471,-0.305731,-323.927,0.998471,-0.305731,-323.927,12.0141,5
14.481,0.9904,-0.24075,-315.637,0.9904,-0.24075,-315.637,7.2244,5
14.5046,0.986216,-0.194943,-303.505,0.986216,-0.194943,-303.505,-0.443101,-0.443101
14.5286,0.981452,-0.118244,-295.193,0.981452,-0.118244,-295.193,-6.11036,-5
14.5525,0.976302,-0.059655,-296.818,0.976302,-0.059655,-296.818,-5.07582,-5
14.5766,0.974751,-0.035154,-305.387,0.974751,-0.035154,-305.387,0.244706,0.244706
14.6006,0.977218,-0.210922,-314.076,0.977218,-0.210922,-314.076,8.33943,5
14.6242,0.972124,-0.218379,-308.01,0.972124,-0.218379,-308.01,5.63412,5
14.6489,0.969186,-0.231162,-303.329,0.969186,-0.231162,-303.329,3.47121,3.47121
14.6726,0.961699,-0.230097,-285.071,0.961699,-0.230097,-285.071,-6.64613,-5
14.6967,0.952039,-0.183225,-279.794,0.952039,-0.183225,-279.794,-8.88977,-5
14.7205,0.943764,-0.113983,-279.847,0.943764,-0.113983,-279.847,-8.41635,-5
14.7447,0.944626,-0.063916,-288.321,0.944626,-0.063916,-288.321,-4.08338,-4.08338
14.7683,0.943542,-0.03835,-294.561,0.943542,-0.03835,-294.561,-0.352965,-0.352965
14.7926,0.941377,-0.017044,-302.862,0.941377,-0.017044,-302.862,4.97546,4.97546
14.8165,0.942958,-0.169377,-312.672,0.942958,-0.169377,-312.672,13.5489,5
14.8407,0.941394,-0.135289,-307.452,0.941394,-0.135289,-307.452,9.95165,5
14.8649,0.936027,-0.168312,-292.801,0.936027,-0.168312,-292.801,2.29739,2.29739
14.8883,0.930878,-0.20027,-284.681,0.930878,-0.20027,-284.681,-1.27313,-1.27313
14.9128,0.923171,-0.150202,-274.147,0.923171,-0.150202,-274.147,-7.29891,-5
14.9368,0.921769,-0.116114,-279.136,0.921769,-0.116114,-279.136,-4.44824,-4.44824
14.9611,0.921305,-0.074569,-288.179,0.921305,-0.074569,-288.179,0.659031,0.659031
14.9845,0.91753,-0.177899,-294.385,0.91753,-0.177899,-294.385,7.15576,5
15.0085,0.914905,-0.236489,-289.721,0.914905,-0.236489,-289.721,5.74191,5
15.0325,0.912059,-0.245011,-282.345,0.912059,-0.245011,-282.345,1.77535,1.77535
15.0567,0.909448,-0.325971,-273.115,0.909448,-0.325971,-273.115,-2.14907,-2.14907
15.0808,0.900133,-0.22264,-263.435,0.900133,-0.22264,-263.435,-8.24287,-5
15.1045,0.898134,-0.120375,-269.426,0.898134,-0.120375,-269.426,-5.82818,-5
15.1286,0.895397,-0.033023,-273.192,0.895397,-0.033023,-273.192,-4.41792,-4.41792
15.153,0.893907,-0.017044,-283.643,0.893907,-0.017044,-283.643,2.2343,2.2343
15.1769,0.891711,-0.090547,-284.802,0.891711,-0.090547,-284.802,4.6917,4.6917
15.2008,0.887558,-0.105461,-279.421,0.887558,-0.105461,-279.421,2.36347,2.36347
15.2244,0.881677,-0.123571,-272.212,0.881677,-0.123571,-272.212,-0.724654,-0.724654
15.2483,0.877114,-0.06072,-261.122,0.877114,-0.06072,-261.122,-7.95318,-5
15.2725,0.876819,-0.015979,-263.896,0.876819,-0.015979,-263.896,-6.91489,-5
15.2964,0.874392,0.011718,-272.851,0.874392,0.011718,-272.851,-1.23012,-1.23012
15.3204,0.877639,-0.003196,-279.198,0.877639,-0.003196,-279.198,2.41217,2.41217
15.3447,0.882962,-0.067112,-284.164,0.882962,-0.067112,-284.164,5.62042,5
15.369,0.881641,-0.123571,-283.135,0.881641,-0.123571,-283.135,6.21686,5
15.393,0.879457,-0.188552,-272.298,0.879457,-0.188552,-272.298,0.907796,0.907796
15.4164,0.879784,-0.203466,-265.135,0.879784,-0.203466,-265.135,-3.44428,-3.44428
15.4404,0.877578,-0.111853,-254.555,0.877578,-0.111853,-254.555,-11.3212,-5
15.4646,0.876948,-0.113983,-261.36,0.876948,-0.113983,-261.36,-6.83837,-5
15.4885,0.88001,-0.045806,-266.957,0.88001,-0.045806,-266.957,-5.08668,-5
15.5125,0.876774,-0.026632,-272.179,0.876774,-0.026632,-272.179,-1.46178,-1.46178
15.5365,0.881062,0.019175,-280.476,0.881062,0.019175,-280.476,2.15041,2.15041
15.5603,0.884491,-0.131028,-286.955,0.884491,-0.131028,-286.955,8.20377,5
15.5844,0.878109,-0.124636,-281.257,0.878109,-0.124636,-281.257,5.74727,5
15.6085,0.871474,-0.216249,-272.169,0.871474,-0.216249,-272.169,2.90056,2.90056
15.6339,0.869742,-0.24075,-263.785,0.869742,-0.24075,-263.785,-1.64876,-1.64876
15.657,859984,-0.177899,-253.666,859984,-0.177899,-253.666,-1.7136e+08,-5
15.6811,0.855616,-0.118244,-258.165,0.855616,-0.118244,-258.165,-4.54179,-4.54179
15.7044,0.856878,-0.127832,-265.102,0.856878,-0.127832,-265.102,-0.221882,-0.221882
15.7289,0.852948,-0.09907,-272.405,0.852948,-0.09907,-272.405,4.69448,4.69448
15.7529,0.851364,-0.183225,-278.163,0.851364,-0.183225,-278.163,10.1357,5
15.7767,0.849857,-0.243946,-271.694,0.849857,-0.243946,-271.694,7.38989,5
15.8003,0.84184,-0.259925,-262.569,0.84184,-0.259925,-262.569,3.47381,3.47381
15.8243,0.836883,-0.313188,-254.325,0.836883,-0.313188,-254.325,0.158644,0.158644
15.8484,0.827895,-0.32171,-245.667,0.827895,-0.32171,-245.667,-3.39762,-3.39762
15.8721,0.819311,-0.267381,-237.7,0.819311,-0.267381,-237.7,-7.69376,-5
15.8964,0.812533,-0.238619,-240.992,0.812533,-0.238619,-240.992,-4.75543,-4.75543
15.9205,0.812756,-0.177899,-246.323,0.812756,-0.177899,-246.323,-2.47661,-2.47661
15.9441,0.810301,-0.123571,-252.759,0.810301,-0.123571,-252.759,1.1495,1.1495
15.9681,0.804666,-0.225836,-260.025,0.804666,-0.225836,-260.025,8.67112,5
15.9939,0.801264,-0.325971,-253.983,0.801264,-0.325971,-253.983,7.26238,5
16.0165,0.793708,-0.290817,-245.995,0.793708,-0.290817,-245.995,3.08315,3.08315
16.0403,0.784991,-0.28336,-239.56,0.784991,-0.28336,-239.56,0.604952,0.604952
16.0644,0.777491,-0.3036,-226.922,0.777491,-0.3036,-226.922,-5.56949,-5
16.0893,0.770394,-0.158724,-218.627,0.770394,-0.158724,-218.627,-11.9518,-5
16.1125,0.765704,-0.123571,-221.938,0.765704,-0.123571,-221.938,-9.52952,-5
16.1366,0.765457,-0.150202,-233.408,0.765457,-0.150202,-233.408,-1.7342,-1.7342
16.1602,0.763649,-0.152333,-239.079,0.763649,-0.152333,-239.079,2.2633,2.2633
16.1843,0.76372,-0.328101,-245.7,0.76372,-0.328101,-245.7,9.5225,5
16.2085,0.759266,-0.38243,-236.242,0.759266,-0.38243,-236.242,5.3554,5
