time_s,theta_b,theta_b_dot,theta_w_dot,theta_b_hat,theta_b_dot_hat,theta_w_dot_hat,raw_torque,torque
16.2327,0.746776,-0.410127,-229.874,0.746776,-0.410127,-229.874,4.28564,4.28564
16.2564,0.735906,-0.387756,-218.194,0.735906,-0.387756,-218.194,-1.35375,-1.35375
16.2803,0.724201,-0.24075,-210.538,0.724201,-0.24075,-210.538,-6.44936,-5
16.3043,0.717013,-0.162985,-215.208,0.717013,-0.162985,-215.208,-3.41089,-3.41089
16.3284,0.715983,-0.131028,-225.35,0.715983,-0.131028,-225.35,2.67424,2.67424
16.3526,0.715078,-0.231162,-230.492,0.715078,-0.231162,-230.492,7.86742,5
16.3763,0.709323,-0.262055,-223.392,0.709323,-0.262055,-223.392,5.04711,5
16.4005,0.70307,-0.246076,-217.559,0.70307,-0.246076,-217.559,2.31135,2.31135
16.4241,0.694504,-0.290817,-205.674,0.694504,-0.290817,-205.674,-2.7449,-2.7449
16.4485,0.681739,-0.193878,-198.364,0.681739,-0.193878,-198.364,-6.53545,-5
16.4722,0.680457,-0.217314,-203.905,0.680457,-0.217314,-203.905,-2.35293,-2.35293
16.4973,0.675201,-0.167247,-210.378,0.675201,-0.167247,-210.378,1.92883,1.92883
16.5202,0.673871,-0.208792,-216.803,0.673871,-0.208792,-216.803,6.99814,5
16.5442,0.666185,-0.239684,-209.834,0.666185,-0.239684,-209.834,4.64532,4.64532
16.5681,0.657442,-0.289752,-203.593,0.657442,-0.289752,-203.593,3.29996,3.29996
16.5922,0.652251,-0.368582,-196.779,0.652251,-0.368582,-196.779,1.38584,1.38584
16.6163,0.64222,-0.378169,-189.179,0.64222,-0.378169,-189.179,-1.27228,-1.27228
16.6405,0.626946,-0.276969,-175.977,0.626946,-0.276969,-175.977,-8.37694,-5
16.6644,0.621733,-0.285491,-183.959,0.621733,-0.285491,-183.959,-2.12257,-2.12257
16.689,0.616703,-0.285491,-191.02,0.616703,-0.285491,-191.02,3.36196,3.36196
16.7125,0.611658,-0.345146,-194.166,0.611658,-0.345146,-194.166,7.4068,5
16.7363,0.60294,-0.330232,-188.945,0.60294,-0.330232,-188.945,5.56904,5
16.7607,0.595596,-0.395213,-184.234,0.595596,-0.395213,-184.234,5.17643,5
16.7845,0.587928,-0.418649,-172.57,0.587928,-0.418649,-172.57,-0.290379,-0.290379
16.8107,0.576645,-0.346211,-164.311,0.576645,-0.346211,-164.311,-4.55046,-4.55046
16.8326,0.571134,-0.285491,-171.438,0.571134,-0.285491,-171.438,0.0114281,0.0114281
16.8572,0.564999,-0.258859,-178.047,0.564999,-0.258859,-178.047,4.9644,4.9644
16.8805,0.559118,-0.245011,-173.081,0.559118,-0.245011,-173.081,2.74174,2.74174
16.9042,0.554402,-0.246076,-170.001,0.554402,-0.246076,-170.001,1.74501,1.74501
16.9286,0.547038,-0.203466,-160.439,0.547038,-0.203466,-160.439,-3.60237,-3.60237
16.9523,0.545766,-0.1012,-150.136,0.545766,-0.1012,-150.136,-11.6753,-5
16.9772,0.546993,-0.083091,-156.009,0.546993,-0.083091,-156.009,-8.50797,-5
17.0006,0.545092,-0.012783,-159.2,0.545092,-0.012783,-159.2,-7.33179,-5
17.024,0.543286,0.002131,-174.458,0.543286,0.002131,-174.458,2.45355,2.45355
17.0483,0.546674,-0.076699,-177.96,0.546674,-0.076699,-177.96,5.37837,5
17.073,45458,-0.077764,-171.72,45458,-0.077764,-171.72,-9.05786e+06,-5
17.0974,0.540102,-0.033023,-163.787,0.540102,-0.033023,-163.787,-3.0719,-3.0719
17.1207,0.539326,0.03835,-168.054,0.539326,0.03835,-168.054,-1.45518,-1.45518
17.1447,0.542302,0.09907,-172.02,0.542302,0.09907,-172.02,-0.591545,-0.591545
17.168,0.545486,0.103331,-181.116,0.545486,0.103331,-181.116,4.47391,4.47391
17.1927,0.549049,0.052198,-186.905,0.549049,0.052198,-186.905,8.33182,5
17.2163,0.552034,0.086286,-179.757,0.552034,0.086286,-179.757,2.6043,2.6043
17.2405,0.553551,0.037284,-171.999,0.553551,0.037284,-171.999,-1.76724,-1.76724
17.2649,0.554404,0.11931,-164.573,0.554404,0.11931,-164.573,-8.0836,-5
17.2888,0.554879,0.112918,-165.652,0.554879,0.112918,-165.652,-7.38178,-5
17.3129,560705,0.05859,-178.142,560705,0.05859,-178.142,-1.11726e+08,-5
17.3364,0.559919,0.030893,-183.39,0.559919,0.030893,-183.39,4.3071,4.3071
17.3609,0.561165,-0.075634,-187.738,0.561165,-0.075634,-187.738,8.67971,5
17.3846,0.561418,-0.188552,-183.379,0.561418,-0.188552,-183.379,7.83422,5
17.409,0.552716,-0.254598,-173.581,0.552716,-0.254598,-173.581,4.50242,4.50242
17.4329,0.545001,-0.314253,-164.314,0.545001,-0.314253,-164.314,1.19913,1.19913
17.4566,0.539241,-0.421845,-158.444,0.539241,-0.421845,-158.444,0.500052,0.500052
17.4809,0.526089,-0.445281,-146.414,0.526089,-0.445281,-146.414,-4.10691,-4.10691
17.5047,0.512033,-0.448476,-140.962,0.512033,-0.448476,-140.962,-4.71136,-4.71136
17.5288,500695,-0.345146,-145.258,500695,-0.345146,-145.258,-9.97684e+07,-5
17.5539,0.491046,-0.313188,-148.588,0.491046,-0.313188,-148.588,1.94824,1.94824
17.5769,0.486019,-0.429302,-160.432,0.486019,-0.429302,-160.432,12.4969,5
17.6011,0.476274,-0.400539,-153.055,0.476274,-0.400539,-153.055,9.25374,5
17.6253,0.467057,-0.42291,-146.645,0.467057,-0.42291,-146.645,7.41201,5
17.6493,458118,-0.426106,-137.496,458118,-0.426106,-137.496,-9.12845e+07,-5
17.6729,0.45008,-0.369647,-130.012,0.45008,-0.369647,-130.012,-0.694667,-0.694667
17.6969,0.442854,-0.26099,-132.723,0.442854,-0.26099,-132.723,0.568563,0.568563
17.7209,0.437424,-0.378169,-140.237,0.437424,-0.378169,-140.237,8.46709,5
17.7452,0.426967,-0.400539,-134.41,0.426967,-0.400539,-134.41,7.24278,5
17.7691,0.415389,-0.435693,-127.11,0.415389,-0.435693,-127.11,5.5293,5
17.793,403712,-0.493217,-119.652,403712,-0.493217,-119.652,-8.04436e+07,-5
17.8172,0.393193,-0.290817,-109.413,0.393193,-0.290817,-109.413,-3.81255,-3.81255
17.8406,0.386589,-0.203466,-113.096,0.386589,-0.203466,-113.096,-1.68461,-1.68461
17.8647,0.386051,-0.235423,-124.247,0.386051,-0.235423,-124.247,6.05963,5
17.8886,0.378431,-0.256729,-123.912,0.378431,-0.256729,-123.912,7.73789,5
17.913,0.375913,-0.338754,-122.887,0.375913,-0.338754,-122.887,9.02126,5
17.9367,0.362554,-0.349407,-111.925,0.362554,-0.349407,-111.925,4.91071,4.91071
17.9612,0.355846,-0.376038,-107.257,0.355846,-0.376038,-107.257,3.74954,3.74954
17.985,0.344924,-0.397344,-98.4191,0.344924,-0.397344,-98.4191,0.687583,0.687583
18.0094,0.33537,-0.357929,-87.9251,0.33537,-0.357929,-87.9251,-4.75875,-4.75875
18.0329,0.330588,-0.134223,-82.304,0.330588,-0.134223,-82.304,-11.2818,-5
18.0569,0.328192,0.010653,-86.3427,0.328192,0.010653,-86.3427,-10.7713,-5
18.0805,0.328212,0.106526,-89.6582,0.328212,0.106526,-89.6582,-10.3453,-5
18.105,0.331074,0.192813,-98.819,0.331074,0.192813,-98.819,-6.60753,-5
18.1288,0.335968,0.259925,-106.761,0.335968,0.259925,-106.761,-3.71322,-3.71322
18.1526,0.344245,0.331297,-115.875,0.344245,0.331297,-115.875,-0.823643,-0.823643
18.1771,0.354009,0.356864,-124.168,0.354009,0.356864,-124.168,2.04818,2.04818
18.2009,0.358813,0.311057,-129.645,0.358813,0.311057,-129.645,5.36825,5
18.2243,0.369249,0.290817,-123.951,0.369249,0.290817,-123.951,0.027473,0.027473
18.2485,0.370523,0.289752,-115.343,0.370523,0.289752,-115.343,-5.67193,-5
18.2724,0.378529,0.374973,-111.144,0.378529,0.374973,-111.144,-11.4212,-5
18.2961,0.386549,0.403735,-114.116,0.386549,0.403735,-114.116,-11.6356,-5
18.3201,0.397594,0.439954,-122.394,0.397594,0.439954,-122.394,-9.214,-5
18.3444,405393,0.497478,-128.149,405393,0.497478,-128.149,-8.07786e+07,-5
18.3687,0.420673,0.530502,-137.334,0.420673,0.530502,-137.334,-5.91024,-5
18.3925,0.433838,0.592287,-142.044,0.433838,0.592287,-142.044,-6.62286,-5
18.4165,0.449761,0.592287,-151.735,0.449761,0.592287,-151.735,-3.64369,-3.64369
18.4402,0.462724,0.676443,-156.272,0.462724,0.676443,-156.272,-4.81688,-4.81688
18.4644,0.479055,0.689226,-165.422,0.479055,0.689226,-165.422,-2.48581,-2.48581
18.4892,0.49642,0.684965,-173.412,0.49642,0.684965,-173.412,-0.79929,-0.79929
18.5127,0.510462,0.739294,-175.909,0.510462,0.739294,-175.909,-2.96124,-2.96124
18.537,527794,0.72438,-186.072,527794,0.72438,-186.072,-1.05168e+08,-5
18.5607,0.547639,0.689226,-193.856,0.547639,0.689226,-193.856,1.8977,1.8977
18.5847,0.559069,0.572047,-200.632,0.559069,0.572047,-200.632,5.96875,5
18.609,0.568172,0.50001,-191.763,0.568172,0.50001,-191.763,-0.216773,-0.216773
18.6331,0.581258,0.535828,-184.556,0.581258,0.535828,-184.556,-8.02511,-5
18.6567,0.590693,0.504935,-189.013,0.590693,0.504935,-189.013,-6.53595,-5
18.6807,0.602549,0.527306,-193.687,0.602549,0.527306,-193.687,-6.32203,-5
18.7045,0.613537,0.525175,-198.649,0.613537,0.525175,-198.649,-5.32478,-5
18.7287,0.626721,0.529436,-213.253,0.626721,0.529436,-213.253,1.24451,1.24451
18.7529,0.643597,0.39448,-217.682,0.643597,0.39448,-217.682,3.0504,3.0504
18.7766,0.653399,0.329167,-210.42,0.653399,0.329167,-210.42,-2.37175,-2.37175
18.801,0.655734,0.446346,-199.965,0.655734,0.446346,-199.965,-11.5202,-5
18.8245,0.66568,0.450607,-205.325,0.66568,0.450607,-205.325,-10.1741,-5
18.8487,0.681693,0.369647,-214.773,0.681693,0.369647,-214.773,-5.95332,-5
18.8726,0.691604,0.328101,-221.178,0.691604,0.328101,-221.178,-3.1367,-3.1367
18.8973,0.699514,0.334493,-225.613,0.699514,0.334493,-225.613,-2.00895,-2.00895
18.9215,0.706353,0.388822,-233.329,0.706353,0.388822,-233.329,0.577232,0.577232
18.9449,0.716722,0.288687,-238.655,0.716722,0.288687,-238.655,3.64128,3.64128
18.9685,0.72249,0.223706,-231.437,0.72249,0.223706,-231.437,-0.954644,-0.954644
18.9929,0.721447,0.298274,-224.755,0.721447,0.298274,-224.755,-6.29148,-5
19.0169,726088,0.253533,-229.194,726088,0.253533,-229.194,-1.4468e+08,-5
19.0404,0.737291,0.280165,-237.048,0.737291,0.280165,-237.048,-1.32866,-1.32866
19.0649,0.745083,0.286556,-243.403,0.745083,0.286556,-243.403,1.04166,1.04166
19.0887,0.754574,0.177899,-254.15,0.754574,0.177899,-254.15,7.87058,5
19.1126,0.761756,0.129962,-244.919,0.761756,0.129962,-244.919,1.41686,1.41686
19.1373,0.767075,0.075634,-235.836,0.767075,0.075634,-235.836,-4.46004,-4.46004
19.1611,0.770106,0.197074,-228.547,0.770106,0.197074,-228.547,-11.8121,-5
19.1851,0.775145,0.172573,-230.152,0.775145,0.172573,-230.152,-11.3697,-5
19.2082,0.778587,0.279099,-235.171,0.778587,0.279099,-235.171,-10.7299,-5
19.2327,0.782894,0.328101,-239.957,0.782894,0.328101,-239.957,-9.40584,-5
19.257,0.788595,0.374973,-247.489,0.788595,0.374973,-247.489,-6.57951,-5
19.2805,0.795973,0.388822,-255.177,0.795973,0.388822,-255.177,-3.41119,-3.41119
19.304,0.805324,0.435693,-260.044,0.805324,0.435693,-260.044,-3.00332,-3.00332
19.3283,0.813271,0.467651,-269.809,0.813271,0.467651,-269.809,1.0537,1.0537
19.3537,0.820768,0.317449,-272.764,0.820768,0.317449,-272.764,4.05932,4.05932
19.3764,0.829155,0.330232,-269.89,0.829155,0.330232,-269.89,0.33996,0.33996
19.4004,0.833332,0.26099,-263.926,0.833332,0.26099,-263.926,-3.06864,-3.06864
19.4241,0.838855,0.328101,-252.283,0.838855,0.328101,-252.283,-12.732,-5
19.4489,0.845276,0.307861,-253.97,0.845276,0.307861,-253.97,-12.5875,-5
19.4726,0.851326,0.355798,-260.82,0.851326,0.355798,-260.82,-10.2819,-5
19.4971,0.856803,0.358994,-268.426,0.856803,0.358994,-268.426,-6.60092,-5
19.521,0.866182,0.350472,-274.663,0.866182,0.350472,-274.663,-4.36157,-4.36157
19.5452,0.873505,0.329167,-283.7,0.873505,0.329167,-283.7,0.288359,0.288359
19.5692,0.878299,0.223706,-290.408,0.878299,0.223706,-290.408,5.43318,5
19.5932,0.889664,0.171508,-284.45,0.889664,0.171508,-284.45,0.298554,0.298554
19.6173,0.896381,0.077764,-275.775,0.896381,0.077764,-275.775,-4.90963,-4.90963
19.6411,0.900969,0.138484,-268.204,0.900969,0.138484,-268.204,-11.6904,-5
19.6647,0.906317,0.145941,-273.239,0.906317,0.145941,-273.239,-9.68973,-5
19.6902,0.913661,0.187487,-279.543,0.913661,0.187487,-279.543,-7.87742,-5
19.7126,0.917848,0.251402,-286.143,0.917848,0.251402,-286.143,-5.6381,-5
19.7382,0.92328,0.266316,-293.882,0.92328,0.266316,-293.882,-2.06855,-2.06855
19.761,931231,0.349407,-294.938,931231,0.349407,-294.938,-1.85557e+08,-5
19.7849,0.93775,0.392017,-300.945,0.93775,0.392017,-300.945,-2.66387,-2.66387
19.8098,0.944163,0.354733,-308.696,0.944163,0.354733,-308.696,1.63009,1.63009
19.833,0.948976,0.26312,-319.841,0.948976,0.26312,-319.841,9.34576,5
19.8572,0.957459,0.241815,-311.975,0.957459,0.241815,-311.975,3.03425,3.03425
19.881,0.964323,0.213053,-303.592,0.964323,0.213053,-303.592,-3.15276,-3.15276
19.9053,0.972062,0.18216,-291.247,0.972062,0.18216,-291.247,-11.9913,-5
19.93,0.973125,0.22051,-294.358,0.973125,0.22051,-294.358,-10.8984,-5
19.9531,0.973452,0.22264,-300.963,0.973452,0.22264,-300.963,-6.80778,-5
19.9772,0.982526,0.198139,-309.974,0.982526,0.198139,-309.974,-2.46793,-2.46793
20.0021,992977,0.233293,-318.743,992977,0.233293,-318.743,-1.9786e+08,-5
20.0255,1.00132,0.319579,-322.129,1.00132,0.319579,-322.129,-0.618502,-0.618502
20.0492,1.00905,0.365386,-324.575,1.00905,0.365386,-324.575,-1.40485,-1.40485
20.0722,1.01683,0.289752,-336.057,1.01683,0.289752,-336.057,5.65378,5
20.0975,1.0268,0.214118,-342.186,1.0268,0.214118,-342.186,8.87873,5
20.1204,1.03117,0.254598,-333.308,1.03117,0.254598,-333.308,1.66503,1.66503
20.1445,1.03169,0.134223,-326.326,1.03169,0.134223,-326.326,-0.768446,-0.768446
20.1686,1.03577,0.157659,-318.956,1.03577,0.157659,-318.956,-6.66758,-5
20.1929,1.04165,0.166181,-323.889,1.04165,0.166181,-323.889,-4.85741,-4.85741
20.2165,1.04871,0.292948,-327.605,1.04871,0.292948,-327.605,-6.11905,-5
20.2425,1.0575,0.274838,-330.176,1.0575,0.274838,-330.176,-5.92278,-5
20.265,1.06722,0.26418,-345.105,1.06722,0.26418,-345.105,1.80363,1.80363
20.2883,1.07721,0.213053,-347.935,1.07721,0.213053,-347.935,2.50314,2.50314
20.3123,1.08251,0.196009,-338.79,1.08251,0.196009,-338.79,-4.06058,-4.06058
20.3367,1.08698,0.129962,-332.244,1.08698,0.129962,-332.244,-7.95313,-5
20.3611,1.09236,0.147006,-339.698,1.09236,0.147006,-339.698,-4.59108,-4.59108
20.3847,1.09244,0.253533,-343.031,1.09244,0.253533,-343.031,-4.35165,-4.35165
20.4096,1.09499,0.217314,-346.964,1.09499,0.217314,-346.964,-1.7304,-1.7304
20.4328,1.09752e+06,0.264186,-357.261,1.09752e+06,0.264186,-357.261,-2.18692e+08,-5
20.4565,1.10006,0.308927,-358.731,1.10006,0.308927,-358.731,3.12759,3.12759
20.4809,1.10538,0.185356,-367.913,1.10538,0.185356,-367.913,10.056,5
20.5044,1.10815,0.201335,-363.447,1.10815,0.201335,-363.447,6.38843,5
20.5284,1.10928,0.087352,-353.333,1.10928,0.087352,-353.333,1.735,1.735
20.5526,1.11132,0.02024,-345.744,1.11132,0.02024,-345.744,-2.3174,-2.3174
20.5764,1.10758,0.103331,-338.028,1.10758,0.103331,-338.028,-7.92092,-5
20.6003,1.10792e+06,0.165116,-334.46,1.10792e+06,0.165116,-334.46,-2.20764e+08,-5
20.6245,1.10838,0.18003,-342.57,1.10838,0.18003,-342.57,-6.53738,-5
20.6483,1.11416,0.224771,-354.425,1.11416,0.224771,-354.425,-0.945441,-0.945441
20.6736,1.11714,0.280165,-353.165,1.11714,0.280165,-353.165,-3.30612,-3.30612
20.6972,1.12525,0.254598,-364.57,1.12525,0.254598,-364.57,2.76442,2.76442
20.722,1.13075,0.231162,-368.175,1.13075,0.231162,-368.175,4.3666,4.3666
20.744,1.13473,0.165116,-360.974,1.13473,0.165116,-360.974,0.156198,0.156198
20.7682,1.13598,0.054328,-357.594,1.13598,0.054328,-357.594,-0.303467,-0.303467
20.7927,1.1338,0.147,-347.13,1.1338,0.147,-347.13,-8.13146,-5
20.8167,1.13313,0.12144,-348.943,1.13313,0.12144,-348.943,-6.40041,-5
20.8413,1.13812,0.205596,-357.374,1.13812,0.205596,-357.374,-3.51318,-3.51318
20.8641,1.14336,0.290817,-359.626,1.14336,0.290817,-359.626,-4.61563,-4.61563
20.8884,1.15107,0.28123,-366.393,1.15107,0.28123,-366.393,-1.68823,-1.68823
20.9125,1.15413,0.318514,-376.034,1.15413,0.318514,-376.034,3.1707,3.1707
20.936,1.15662,0.168312,-375.707,1.15662,0.168312,-375.707,5.09077,5
20.9599,1.15833,0.16192,-376.71,1.15833,0.16192,-376.71,5.49915,5
20.9853,1.16176,0.096939,-364.778,1.16176,0.096939,-364.778,-1.62551,-1.62551
21.0081,1.16917,0.067112,-359.093,1.16917,0.067112,-359.093,-6.18911,-5
21.0324,1.16835,0.138484,-358.367,1.16835,0.138484,-358.367,-7.7321,-5
21.0568,1.17267e+06,0.150202,-365.562,1.17267e+06,0.150202,-365.562,-2.33666e+08,-5
21.1043,1.18379,1.19174,-373.058,1.18379,1.19174,-373.058,-19.8818,-5
21.1284,1.20186,0.241815,-384.011,1.20186,0.241815,-384.011,0.0643196,0.0643196
21.1588,1160,0.115049,-386.214,1160,0.115049,-386.214,-230899,-5
21.1765,1.22347,0.1012,-380.129,1.22347,0.1012,-380.129,-4.25069,-4.25069
21.2007,1.22126,0.164051,-377.306,1.22126,0.164051,-377.306,-6.69999,-5
21.2254,1.22249e+06,0.167247,-386.572,1.22249e+06,0.167247,-386.572,-2.43594e+08,-5
21.2498,1.21762,0.62985,-388.595,1.21762,0.62985,-388.595,-6.94463,-5
21.2729,1.2315,0.177899,-403.918,1.2315,0.177899,-403.918,7.91061,5
21.2971,1.23453,0.036219,-404.375,1.23453,0.036219,-404.375,10.0729,5
21.321,1.24829,0.050067,-402.451,1.24829,0.050067,-402.451,5.86644,5
21.3453,1.23969,-0.039415,-391.205,1.23969,-0.039415,-391.205,2.00497,2.00497
21.3691,1.23964,-0.084156,-386.108,1.23964,-0.084156,-386.108,-0.439626,-0.439626
21.3936,1.23352,-0.047937,-373.309,1.23352,-0.047937,-373.309,-7.97792,-5
21.4172,1.22854,-0.013848,-380.938,1.22854,-0.013848,-380.938,-2.73874,-2.73874
21.442,1.22317,0.075634,-380.018,1.22317,0.075634,-380.018,-3.81393,-3.81393
21.4646,1.22428,0.113983,-391.189,1.22428,0.113983,-391.189,2.38556,2.38556
21.4889,1.22457,0.028762,-391.898,1.22457,0.028762,-391.898,4.26641,4.26641
21.5127,1.22963,0.007457,-389.258,1.22963,0.007457,-389.258,1.95537,1.95537
21.5365,1.23264,-0.042611,-381.451,1.23264,-0.042611,-381.451,-2.72562,-2.72562
21.561,1.23686,-0.008522,-369.525,1.23686,-0.008522,-369.525,-11.7329,-5
21.5847,1.23785,0.082025,-373.944,1.23785,0.082025,-373.944,-10.7065,-5
21.6086,1.24421,0.126766,-378.416,1.24421,0.126766,-378.416,-9.91716,-5
21.6331,1.24208,0.13955,-386.712,1.24208,0.13955,-386.712,-4.44928,-4.44928
21.6562,1.23643,0.147006,-389.694,1.23643,0.147006,-389.694,-1.56184,-1.56184
21.6806,1.23167e+06,0.158724,-400.961,1.23167e+06,0.158724,-400.961,-2.45422e+08,-5
21.7043,1.23838,0.165116,-402.271,1.23838,0.165116,-402.271,5.71878,5
21.7291,1.25061,0.07883,-412.508,1.25061,0.07883,-412.508,11.2862,5
21.7529,1.26215,0.045806,-403.655,1.26215,0.045806,-403.655,3.94426,3.94426
21.7761,1.2625,-0.039415,-396.424,1.2625,-0.039415,-396.424,0.771314,0.771314
21.8002,1.25207,-0.087352,-382.231,1.25207,-0.087352,-382.231,-5.32121,-5
21.8277,1.24436,-0.014914,-378.763,1.24436,-0.014914,-378.763,-7.25296,-5
21.8487,1.24185,0.030893,-380.198,1.24185,0.030893,-380.198,-6.64154,-5
21.8724,1.23521,0.106526,-388.783,1.23521,0.106526,-388.783,-1.19042,-1.19042
21.9,1.23613,0.129962,-387.811,1.23613,0.129962,-387.811,-2.39825,-2.39825
21.9205,1.25152,0.20027,-399.904,1.25152,0.20027,-399.904,0.983319,0.983319
21.9452,1.26707,0.074569,-403.462,1.26707,0.074569,-403.462,2.33994,2.33994
21.9684,1.26938,0.072438,-401.133,1.26938,0.072438,-401.133,0.437236,0.437236
21.9931,1.26947,-0.015979,-386.735,1.26947,-0.015979,-386.735,-7.17732,-5
22.0171,1.26251,0.002131,-383.029,1.26251,0.002131,-383.029,-8.45745,-5
22.0403,1.26044,0.041545,-379.313,1.26044,0.041545,-379.313,-11.0932,-5
22.0642,1.26997,0.110788,-388.54,1.26997,0.110788,-388.54,-8.34329,-5
22.088,1.28014,0.111853,-392.067,1.28014,0.111853,-392.067,-8.15105,-5
22.112,1.29016,0.151268,-402.648,1.29016,0.151268,-402.648,-4.11794,-4.11794
22.1361,1.30184,0.152333,-402.025,1.30184,0.152333,-402.025,-6.86107,-5
22.1606,1.30254,0.209857,-412.131,1.30254,0.209857,-412.131,-1.58923,-1.58923
22.1844,1.30458,0.174703,-417.757,1.30458,0.174703,-417.757,2.19055,2.19055
22.2097,1.30823,0.051133,-422.611,1.30823,0.051133,-422.611,6.70257,5
22.2333,1.32036e+06,0.049002,-419.274,1.32036e+06,0.049002,-419.274,-2.63094e+08,-5
22.2562,1.31494,-0.030893,-408.543,1.31494,-0.030893,-408.543,-2.13213,-2.13213
22.2809,1.30655,0.013848,-413.281,1.30655,0.013848,-413.281,1.76514,1.76514
22.3049,1.30551,-0.075634,-414.943,1.30551,-0.075634,-414.943,4.59111,4.59111
22.3295,1.3043e+06,-0.087352,-407.38,1.3043e+06,-0.087352,-407.38,-2.59895e+08,-5
22.3527,1.30575,-0.111853,-401.297,1.30575,-0.111853,-401.297,-3.4867,-3.4867
22.3763,1.30347,-0.05859,-398.811,1.30347,-0.05859,-398.811,-5.54132,-5
22.4007,1.29866,0.087352,-407.77,1.29866,0.087352,-407.77,-1.44375,-1.44375
22.4245,1.29738,0.041545,-412.093,1.29738,0.041545,-412.093,2.35506,2.35506
22.4482,1.30708,-0.010653,-423.494,1.30708,-0.010653,-423.494,8.57148,5
22.4726,1.31267e+06,-0.086286,-415.153,1.31267e+06,-0.086286,-415.153,-2.61562e+08,-5
22.4961,1.30763,-0.085221,-406.82,1.30763,-0.085221,-406.82,-0.820648,-0.820648
22.5204,1.30008,-0.057524,-405.965,1.30008,-0.057524,-405.965,-0.343775,-0.343775
22.5445,1.29825,-0.029827,-412.77,1.29825,-0.029827,-412.77,3.85823,3.85823
22.5683,1.3044e+06,-0.125701,-421.942,1.3044e+06,-0.125701,-421.942,-2.59914e+08,-5
22.5927,1.3093,-0.084156,-411.832,1.3093,-0.084156,-411.832,2.00898,2.00898
22.6164,1.2998,-0.177899,-418.558,1.2998,-0.177899,-418.558,9.8107,5
22.6405,1.29299,-0.22264,-408.673,1.29299,-0.22264,-408.673,5.67407,5
22.6641,1.28732,-0.253533,-403.236,1.28732,-0.253533,-403.236,3.89064,3.89064
22.6881,1.28525,-0.312122,-394.416,1.28525,-0.312122,-394.416,-0.271228,-0.271228
22.7122,1.27749,-0.256729,-384.214,1.27749,-0.256729,-384.214,-6.17033,-5
22.7363,1.27523,-0.239684,-383.322,1.27523,-0.239684,-383.322,-6.584,-5
22.7605,1.26784,-0.278034,-392.549,1.26784,-0.278034,-392.549,1.41801,1.41801
22.7853,1.26067e+06,-0.401605,-396.743,1.26067e+06,-0.401605,-396.743,-2.51202e+08,-5
22.809,1.24853,-0.352603,-389.658,1.24853,-0.352603,-389.658,4.73284,4.73284
22.8324,1.23672,-0.465521,-396.279,1.23672,-0.465521,-396.279,13.2617,5
22.8563,1.22637,-0.392017,-389.751,1.22637,-0.392017,-389.751,9.89425,5
22.8803,1.22328,-0.425041,-381.906,1.22328,-0.425041,-381.906,6.10681,5
22.9042,1.21476,-0.393083,-377.494,1.21476,-0.393083,-377.494,4.44544,4.44544
22.9282,1.21058,-0.38456,-361.382,1.21058,-0.38456,-361.382,-5.09828,-5
22.9521,1.20698,-0.253533,-355.985,1.20698,-0.253533,-355.985,-10.0942,-5
22.976,1.1976,-0.150202,-355.299,1.1976,-0.150202,-355.299,-10.4662,-5
23,1.19825,-0.109722,-361.932,1.19825,-0.109722,-361.932,-7.09204,-5
23.0245,1.19763,-0.049002,-369.126,1.19763,-0.049002,-369.126,-3.46327,-3.46327
23.0484,1.20049,-0.014914,-371.576,1.20049,-0.014914,-371.576,-3.07303,-3.07303
23.0748,1.20188,0.022371,-382.311,1.20188,0.022371,-382.311,2.81335,2.81335
23.0968,1.19816,-0.006392,-387.293,1.19816,-0.006392,-387.293,7.22038,5
23.1217,1.19278,-0.045806,-383.686,1.19278,-0.045806,-383.686,6.68969,5
23.1443,1.18573,-0.084156,-374.107,1.18573,-0.084156,-374.107,2.6846,2.6846
23.1682,1.18285,-0.157659,-366.641,1.18285,-0.157659,-366.641,-0.197306,-0.197306
23.1965,1.14626,-0.076699,-356.332,1.14626,-0.076699,-356.332,-0.864342,-0.864342
23.2164,1.16714,-0.054328,-359.316,1.16714,-0.054328,-359.316,-3.52135,-3.52135
23.2405,1.16808,-0.026632,-367.184,1.16808,-0.026632,-367.184,0.801943,0.801943
23.2645,1.16507,-0.082025,-369.379,1.16507,-0.082025,-369.379,3.76207,3.76207
23.2882,1.16721,-0.091613,-365.217,1.16721,-0.091613,-365.217,0.861174,0.861174
23.3123,1.16099e+06,-0.100135,-359.733,1.16099e+06,-0.100135,-359.733,-2.31339e+08,-5
23.3364,1.15645,-0.045806,-345.942,1.15645,-0.045806,-345.942,-10.0293,-5
23.36,1.15296,-0.059655,-349.407,1.15296,-0.059655,-349.407,-6.8931,-5
23.3842,1.14947,0.036219,-360.207,1.14947,0.036219,-360.207,-1.01674,-1.01674
23.4089,1.14951,0.08096,-360.009,1.14951,0.08096,-360.009,-1.93155,-1.93155
23.4339,1.1535e+06,0.082025,-371.073,1.1535e+06,0.082025,-371.073,-2.29846e+08,-5
23.4567,1.15524,0.124636,-371.457,1.15524,0.124636,-371.457,3.43115,3.43115
23.481,1.16053,-0.037284,-380.496,1.16053,-0.037284,-380.496,10.942,5
23.505,1.16787,-0.003196,-376.288,1.16787,-0.003196,-376.288,6.2131,5
23.5318,1.17168,-0.093743,-367.744,1.17168,-0.093743,-367.744,1.61268,1.61268
