,-0.427,-0.122
22944,-0.004,-0.058,1.001,-0.366,-0.488,-0.122
22968,-0.004,-0.064,1.003,0.061,-0.549,0.000
22992,-0.006,-0.060,0.999,-0.244,-0.671,-0.183
23016,-0.006,-0.057,1.000,0.183,-0.549,-0.122
23040,-0.005,-0.059,1.005,-0.244,-0.427,-0.122
23064,-0.004,-0.060,1.000,-0.305,-0.671,-0.244
23088,-0.004,-0.061,1.000,0.061,-0.610,-0.061
23112,-0.004,-0.059,1.002,-0.122,-0.671,-0.061
23136,-0.005,-0.059,1.003,-0.061,-0.488,-0.122
23160,-0.006,-0.058,1.001,-0.183,-0.610,-0.183
23184,-0.003,-0.060,1.000,0.000,-0.671,0.000
23208,-0.005,-0.061,1.001,-0.305,-0.549,-0.183
23232,-0.006,-0.060,1.000,-0.061,-0.549,-0.183
23256,-0.004,-0.059,1.000,0.000,-0.671,-0.061
23280,-0.003,-0.059,0.999,-0.061,-0.488,-0.061
23304,-0.003,-0.062,1.002,-0.122,-0.610,-0.061
23328,-0.006,-0.061,1.001,-0.122,-0.549,-0.122
23352,-0.007,-0.060,1.002,-0.061,-0.610,-0.183
23376,-0.005,-0.059,1.003,-0.183,-0.610,-0.183
23400,-0.005,-0.059,1.000,-0.305,-0.671,-0.183
23424,-0.003,-0.062,1.000,-0.122,-0.732,-0.061
23448,-0.004,-0.057,1.000,0.061,-0.610,-0.061
23472,-0.005,-0.058,1.002,0.000,-0.549,0.000
23496,-0.007,-0.058,1.003,-0.244,-0.488,-0.122
23520,-0.005,-0.059,1.001,-0.244,-0.549,-0.183
23544,-0.005,-0.062,0.999,-0.061,-0.549,-0.183
23568,-0.006,-0.061,1.003,0.122,-0.488,-0.122
23592,-0.007,-0.059,1.004,-0.305,-0.549,-0.061
23616,-0.006,-0.060,1.002,-0.061,-0.549,-0.061
23640,-0.004,-0.061,1.002,-0.305,-0.549,-0.122
23664,-0.003,-0.062,1.002,-0.183,-0.671,-0.183
23688,-0.006,-0.059,1.003,-0.061,-0.610,0.000
23712,-0.006,-0.060,1.001,-0.427,-0.671,-0.244
23736,-0.004,-0.061,1.002,-0.061,-0.671,-0.122
23760,-0.004,-0.060,1.003,-0.244,-0.549,0.000
23784,-0.004,-0.060,1.000,-0.183,-0.488,-0.061
23808,-0.003,-0.058,1.002,-0.244,-0.549,-0.122
23832,-0.008,-0.059,1.001,-0.183,-0.488,-0.183
23856,-0.005,-0.059,1.001,-0.122,-0.549,-0.122
23880,-0.006,-0.062,1.002,-0.244,-0.610,-0.244
23904,-0.005,-0.061,1.002,0.000,-0.488,-0.183
23928,-0.004,-0.060,1.002,0.061,-0.427,-0.061
23952,-0.007,-0.061,1.001,-0.122,-0.610,-0.183
23976,-0.005,-0.059,1.002,-0.122,-0.549,-0.122
24000,-0.004,-0.060,1.001,-0.183,-0.549,0.061
24024,-0.005,-0.063,1.003,-0.244,-0.610,-0.061
24048,-0.005,-0.060,0.999,-0.061,-0.549,-0.183
24072,-0.003,-0.057,1.000,0.061,-0.671,-0.122
24096,-0.004,-0.058,1.002,-0.305,-0.488,-0.122
24120,-0.003,-0.060,1.001,0.000,-0.427,0.000
24144,-0.006,-0.062,1.003,-0.183,-0.488,-0.122
24168,-0.006,-0.061,1.003,0.061,-0.610,-0.122
24192,-0.006,-0.061,1.000,-0.183,-0.610,-0.122
24216,-0.006,-0.060,1.002,0.061,-0.549,-0.061
24240,-0.003,-0.060,1.003,-0.061,-0.488,-0.061
24264,-0.003,-0.060,1.001,-0.183,-0.549,-0.183
24288,-0.003,-0.060,1.002,0.122,-0.549,-0.122
24312,-0.005,-0.059,1.005,-0.244,-0.732,-0.122
24336,-0.007,-0.062,1.004,0.061,-0.732,-0.122
24360,-0.005,-0.063,1.000,-0.488,-0.427,-0.183
24384,-0.002,-0.060,1.001,0.244,-0.671,-0.122
24408,0.000,-0.056,0.999,-0.244,-0.549,-0.122
24432,-0.006,-0.058,0.998,-0.183,-0.549,0.000
24456,-0.007,-0.062,1.003,-0.061,-0.488,-0.061
24480,-0.006,-0.062,1.002,-0.305,-0.671,-0.122
24504,-0.005,-0.063,1.005,0.122,-0.549,-0.122
24528,-0.007,-0.065,1.009,-0.244,-0.549,-0.122
24552,-0.005,-0.058,0.998,0.488,-0.671,-0.061
24576,-0.003,-0.054,1.000,-0.183,-0.610,0.000
24600,0.000,-0.056,0.998,-0.244,-0.549,0.000
24624,-0.002,-0.062,0.998,-0.122,-0.549,-0.061
24648,-0.009,-0.062,1.006,0.061,-0.427,-0.183
24672,-0.009,-0.062,1.004,-0.305,-0.610,-0.122
24696,-0.008,-0.062,1.002,0.061,-0.610,-0.061
24720,-0.004,-0.061,1.004,-0.183,-0.610,-0.183
24744,-0.002,-0.060,1.003,0.183,-0.610,0.000
24768,-0.005,-0.059,0.998,-0.122,-0.610,-0.183
24792,-0.007,-0.058,1.001,-0.183,-0.610,-0.183
24816,-0.004,-0.060,0.999,-0.244,-0.610,-0.061
24840,-0.004,-0.060,1.004,-0.244,-0.549,-0.061
24864,-0.004,-0.060,0.998,-0.183,-0.549,-0.122
