theta_b,theta_b_dot,theta_w_dot,torque,torque_raw,delta_t
0.014901,0.030893,-284.388000,-1.094286,-1.094286,0.003899
0.015665,0.003196,-281.141815,-0.819862,-0.819862,0.003899
0.016398,0.003196,-282.825867,-0.863302,-0.863302,0.003902
0.016911,-0.047937,-288.039276,-0.306677,-0.306677,0.003893
0.017140,-0.035154,-283.686737,-0.464060,-0.464060,0.003905
0.017544,0.013848,-282.690765,-1.050029,-1.050029,0.003896
0.017932,0.013848,-286.074249,-1.072710,-1.072710,0.003902
0.017086,0.011718,-286.427368,-0.998376,-0.998376,0.003898
0.016063,-0.044741,-285.822662,-0.293112,-0.293112,0.003903
0.017493,-0.057524,-287.635406,-0.229122,-0.229122,0.003898
0.018865,-0.057524,-287.566925,-0.307198,-0.307198,0.003900
0.020363,-0.008522,-287.932312,-0.954295,-0.954295,0.004170
0.018174,0.015979,-285.596863,-1.108902,-1.108902,0.003897
0.015906,-0.028762,-288.778046,-0.467331,-0.467331,0.003895
0.018266,-0.070307,-292.765228,-0.125969,-0.125969,0.003906
0.020532,-0.070307,-287.885651,-0.254504,-0.254504,0.003900
0.022843,-0.034088,-287.875397,-0.803900,-0.803900,0.003898
0.019886,0.006392,-291.668304,-1.097492,-1.097492,0.003898
0.016944,-0.021305,-290.538391,-0.609856,-0.609856,0.003899
0.014120,-0.021305,-290.198822,-0.448077,-0.448077,0.003900
0.016886,-0.074569,-293.160736,0.002641,0.002641,0.003898
0.019602,-0.058590,-292.362762,-0.335062,-0.335062,0.003899
0.016391,-0.011718,-291.483337,-0.687548,-0.687548,0.003902
0.013308,-0.011718,-290.054871,-0.510850,-0.510850,0.003896
0.010349,-0.011718,-293.340271,-0.341458,-0.341458,0.003897
0.012866,-0.066046,-296.686737,0.137288,0.137288,0.003904
0.015259,-0.072438,-291.808868,0.074403,0.074403,0.003898
0.012157,-0.020240,-291.224915,-0.347032,-0.347032,0.003897
0.009180,-0.020240,-294.145721,-0.176254,-0.176254,0.003899
0.006414,0.004261,-292.359070,-0.296643,-0.296643,0.003897
0.008016,-0.031958,-292.095215,0.025216,0.025216,0.003900
0.009467,-0.055394,-294.990570,0.210065,0.210065,0.003897
0.010860,-0.055394,-293.697235,0.131250,0.131250,0.003899
0.008628,-0.013848,-292.913666,-0.216718,-0.216718,0.003900
0.006647,0.026632,-289.720734,-0.566646,-0.566646,0.004263
0.007281,0.009587,-292.275574,-0.409241,-0.409241,0.003899
0.007786,-0.018109,-296.506165,-0.120113,-0.120113,0.003900
0.008271,-0.018109,-291.767273,-0.146221,-0.146221,0.003898
0.007054,0.013848,-291.308807,-0.444137,-0.444137,0.003900
0.006009,0.046872,-294.819641,-0.762390,-0.762390,0.003900
0.007543,0.018109,-294.788818,-0.519787,-0.519787,0.003899
0.009016,0.018109,-294.484406,-0.604387,-0.604387,0.003899
0.010258,-0.027697,-295.573456,-0.151467,-0.151467,0.003898
0.009978,-0.004261,-295.903900,-0.403232,-0.403232,0.003899
0.009885,0.042611,-296.694916,-0.934332,-0.934332,0.003900
0.009795,0.042611,-294.043762,-0.928861,-0.928861,0.003900
0.010218,0.021305,-296.521881,-0.710355,-0.710355,0.003896
0.010406,-0.037284,-301.362976,-0.049343,-0.049343,0.003898
0.011002,-0.029827,-297.090668,-0.167003,-0.167003,0.003902
0.011767,0.021305,-296.021149,-0.798034,-0.798034,0.003895
0.012500,0.021305,-298.363342,-0.840624,-0.840624,0.003901
0.011869,0.020240,-300.257477,-0.791204,-0.791204,0.003894
0.011040,-0.039415,-300.958679,-0.059842,-0.059842,0.003902
0.012344,-0.050067,-298.849030,-0.012514,-0.012514,0.003899
0.013596,-0.050067,-299.545593,-0.085295,-0.085295,0.003900
0.014989,0.001065,-302.252441,-0.750424,-0.750424,0.003897
0.013193,0.013848,-300.239594,-0.792465,-0.792465,0.003899
0.011254,-0.040480,-300.347565,-0.059979,-0.059979,0.004166
0.013337,-0.059655,-303.320221,0.039963,0.039963,0.003895
0.015335,-0.059655,-302.499908,-0.073637,-0.073637,0.003901
0.017450,-0.007457,-302.138519,-0.793006,-0.793006,0.003897
0.014714,0.019175,-299.652802,-0.940896,-0.940896,0.003899
0.011920,-0.025566,-302.227997,-0.269230,-0.269230,0.003899
0.009239,-0.025566,-306.984497,-0.114117,-0.114117,0.003899
0.011764,-0.053263,-302.882233,0.059835,0.059835,0.003897
0.014352,-0.009587,-301.559387,-0.590519,-0.590519,0.003900
0.011699,0.019175,-302.828400,-0.767953,-0.767953,0.003900
0.009153,0.019175,-304.782990,-0.621143,-0.621143,0.003899
0.006580,-0.014914,-306.394958,-0.082318,-0.082318,0.003900
0.009218,-0.044741,-303.157928,0.108283,0.108283,0.003897
0.011890,-0.007457,-303.300262,-0.473365,-0.473365,0.003903
0.009167,0.024501,-306.273132,-0.682773,-0.682773,0.003897
0.006554,0.024501,-304.783478,-0.531420,-0.531420,0.003900
0.003917,-0.009587,-304.736786,0.009686,0.009686,0.003900
0.006780,-0.046872,-306.066559,0.272066,0.272066,0.003898
0.009663,-0.010653,-305.670441,-0.307682,-0.307682,0.003901
0.012432,-0.010653,-306.292755,-0.466866,-0.466866,0.003900
0.008915,0.037284,-303.115997,-0.813403,-0.813403,0.003899
0.005428,0.007457,-304.660614,-0.272898,-0.272898,0.003902
0.008543,-0.035154,-308.779053,0.036594,0.036594,0.003897
0.011644,-0.005326,-306.832458,-0.481313,-0.481313,0.004197
0.014622,-0.005326,-305.840332,-0.653194,-0.653194,0.003906
0.011310,0.040480,-304.115906,-0.987763,-0.987763,0.003896
0.008031,0.013848,-306.895844,-0.495235,-0.495235,0.003902
0.011214,-0.030893,-311.359070,-0.164708,-0.164708,0.003899
0.014269,-0.030893,-307.162567,-0.338385,-0.338385,0.003899
0.017310,-0.002131,-306.115051,-0.844052,-0.844052,0.003899
0.014210,0.043676,-307.697021,-1.190825,-1.190825,0.003902
0.011103,0.008522,-310.137970,-0.609222,-0.609222,0.003895
0.008120,0.008522,-312.411896,-0.436859,-0.436859,0.003901
0.011837,-0.043676,-308.548431,-0.051863,-0.051863,0.003899
0.015525,-0.011718,-308.376495,-0.631150,-0.631150,0.003900
0.012167,0.036219,-311.604248,-0.987170,-0.987170,0.003899
0.008809,0.000000,-311.968872,-0.378283,-0.378283,0.003901
0.005585,0.000000,-312.525238,-0.192931,-0.192931,0.003902
0.009437,-0.055394,-311.086639,0.220186,0.220186,0.003893
0.013250,-0.024501,-311.297028,-0.353115,-0.353115,0.003902
0.009389,0.025566,-313.863220,-0.704415,-0.704415,0.003897
0.005682,0.025566,-311.968445,-0.490443,-0.490443,0.003901
0.002036,0.002131,-312.173828,-0.013475,-0.013475,0.003898
0.005841,-0.051133,-313.442566,0.377811,0.377811,0.003897
0.009601,-0.022371,-313.115021,-0.166948,-0.166948,0.003901
0.013211,-0.022371,-314.580811,-0.374445,-0.374445,0.003901
0.009360,0.033023,-312.184479,-0.786795,-0.786795,0.004231
0.005569,0.010653,-312.572754,-0.313896,-0.313896,0.003900
0.009046,-0.038350,-314.885162,0.047550,0.047550,0.003896
0.012491,-0.009587,-314.374207,-0.478672,-0.478672,0.003898
0.015798,-0.009587,-315.236206,-0.668856,-0.668856,0.003902
0.012171,0.036219,-312.269928,-0.984578,-0.984578,0.003900
0.008586,0.008522,-313.416443,-0.462759,-0.462759,0.003895
0.011992,-0.039415,-317.354553,-0.109151,-0.109151,0.003903
0.015262,-0.039415,-315.935913,-0.295386,-0.295386,0.003894
0.018533,-0.004261,-316.130829,-0.886299,-0.886299,0.003901
0.015184,0.037284,-313.998657,-1.169491,-1.169491,0.003899
0.011798,-0.008522,-315.845428,-0.451456,-0.451456,0.003901
0.008548,-0.008522,-320.391602,-0.263976,-0.263976,0.003894
0.012232,-0.053263,-317.995728,0.038444,0.038444,0.003898
0.015941,-0.007457,-317.416473,-0.699972,-0.699972,0.003901
0.012383,0.033023,-315.423279,-0.959272,-0.959272,0.003899
0.008796,-0.012783,-317.352905,-0.229645,-0.229645,0.003899
0.005353,-0.012783,-321.947083,-0.031056,-0.031056,0.003898
0.008652,-0.045806,-318.888275,0.159393,0.159393,0.003901
0.011998,0.002131,-317.881531,-0.582878,-0.582878,0.003900
0.008599,0.034088,-316.418640,-0.753920,-0.753920,0.003895
0.005337,0.034088,-318.598114,-0.567104,-0.567104,0.003900
0.002045,-0.008522,-322.691650,0.110689,0.110689,0.003899
0.005242,-0.030893,-319.689575,0.184833,0.184833,0.004202
0.008503,0.018109,-318.446960,-0.564726,-0.564726,0.003895
0.005070,0.047937,-316.372040,-0.709502,-0.709502,0.003897
0.001774,0.047937,-318.317749,-0.521042,-0.521042,0.003900
-0.001569,0.000000,-322.815277,0.220598,0.220598,0.003897
0.001561,-0.011718,-319.353607,0.176815,0.176815,0.003899
0.004765,0.041545,-317.889191,-0.618414,-0.618414,0.003900
0.007840,0.041545,-316.376617,-0.795693,-0.795693,0.003901
0.004422,0.068177,-318.490662,-0.904853,-0.904853,0.003898
0.000973,0.023436,-322.814117,-0.193667,-0.193667,0.003896
0.003834,0.018109,-319.167908,-0.295217,-0.295217,0.003901
0.006579,0.018109,-318.247223,-0.454436,-0.454436,0.003898
0.009415,0.071373,-318.121887,-1.227441,-1.227441,0.003896
0.007586,0.069242,-320.762726,-1.098065,-1.098065,0.003899
0.005587,0.004261,-325.029388,-0.238254,-0.238254,0.003899
0.008290,0.012783,-321.247894,-0.489300,-0.489300,0.003898
0.010884,0.012783,-320.368134,-0.639873,-0.639873,0.003901
0.013590,0.070307,-320.418671,-1.454217,-1.454217,0.003899
0.012172,0.055394,-323.000000,-1.202030,-1.202030,0.003901
0.010560,-0.011718,-327.246216,-0.340051,-0.340051,0.003899
0.009012,-0.011718,-323.497192,-0.249407,-0.249407,0.003898
0.010971,0.008522,-322.645081,-0.595185,-0.595185,0.003899
0.013063,0.064981,-322.192902,-1.362061,-1.362061,0.003900
0.012126,0.038350,-324.447296,-1.003528,-1.003528,0.004203
0.011008,-0.017044,-328.955322,-0.304212,-0.304212,0.003894
0.009934,-0.017044,-326.189606,-0.240697,-0.240697,0.003900
0.011322,0.013848,-325.929504,-0.675217,-0.675217,0.003901
0.012838,0.062851,-324.390045,-1.323389,-1.323389,0.003902
0.012548,0.018109,-326.311859,-0.795162,-0.795162,0.003898
0.012270,0.018109,-330.534882,-0.778389,-0.778389,0.003897
0.011827,-0.028762,-328.447693,-0.214636,-0.214636,0.003900
0.011978,0.019175,-328.827271,-0.772910,-0.772910,0.003898
0.012253,0.054328,-326.761353,-1.191046,-1.191046,0.003900
0.012518,0.054328,-328.144409,-1.207104,-1.207104,0.003900
0.013460,-0.005326,-331.537842,-0.577701,-0.577701,0.003899
0.014281,-0.027697,-330.385498,-0.367340,-0.367340,0.003898
0.013206,0.027697,-331.748383,-0.940260,-0.940260,0.003899
0.012219,0.039415,-329.660950,-1.017130,-1.017130,0.003902
0.011271,0.039415,-330.566498,-0.963521,-0.963521,0.003897
0.013379,-0.028762,-332.177704,-0.303782,-0.303782,0.003898
0.015400,-0.029827,-331.760773,-0.406983,-0.406983,0.003901
0.013097,0.030893,-334.180237,-0.970003,-0.970003,0.003896
0.010886,0.030893,-333.115936,-0.842019,-0.842019,0.003901
0.008724,0.020240,-334.015289,-0.596298,-0.596298,0.003899
0.011783,-0.041545,-332.981293,-0.064289,-0.064289,0.003896
0.014798,-0.020240,-332.327026,-0.481860,-0.481860,0.003902
0.017687,-0.020240,-334.624329,-0.648067,-0.648067,0.004232
0.014639,0.034088,-336.142395,-1.094017,-1.094017,0.003898
0.011554,-0.008522,-339.125488,-0.428347,-0.428347,0.003901
0.015120,-0.053263,-335.364471,-0.119737,-0.119737,0.003899
0.018718,-0.006392,-334.665833,-0.864586,-0.864586,0.003894
0.022173,-0.006392,-334.963257,-1.063309,-1.063309,0.003900
0.018519,0.025566,-337.158203,-1.219203,-1.219203,0.003899
0.014781,-0.036219,-341.395203,-0.296234,-0.296234,0.003898
0.017943,-0.052198,-338.542572,-0.293195,-0.293195,0.003896
0.020978,-0.052198,-338.646515,-0.468718,-0.468718,0.003901
0.024120,0.008522,-336.949799,-1.344254,-1.344254,0.003898
0.020906,0.006392,-338.359283,-1.135961,-1.135961,0.003897
0.017562,-0.062851,-341.184784,-0.150576,-0.150576,0.003900
0.014351,-0.062851,-340.209412,0.034999,0.034999,0.003900
0.016779,-0.041545,-342.064270,-0.348763,-0.348763,0.003901
0.019317,0.013848,-340.448120,-1.127954,-1.127954,0.003897
0.017002,-0.019175,-341.283173,-0.617583,-0.617583,0.003898
0.014644,-0.055394,-340.061310,-0.067154,-0.067154,0.003898
0.012381,-0.055394,-339.673126,0.062378,0.062378,0.003902
0.013167,-0.011718,-341.706360,-0.482979,-0.482979,0.003899
0.014022,0.014914,-342.557037,-0.836135,-0.836135,0.003899
0.013798,-0.037284,-345.374542,-0.225333,-0.225333,0.003897
0.013583,-0.037284,-342.148437,-0.211811,-0.211811,0.003900
0.013361,-0.038350,-341.796356,-0.188198,-0.188198,0.004202
0.011938,0.018109,-340.793762,-0.752982,-0.752982,0.003897
0.010505,0.000000,-342.470490,-0.463730,-0.463730,0.003898
0.012907,-0.058590,-345.840454,0.069690,0.069690,0.003901
0.015214,-0.058590,-344.187988,-0.061439,-0.061439,0.003896
0.017556,-0.024501,-345.490356,-0.586893,-0.586893,0.003904
0.014182,0.031958,-343.812012,-1.038915,-1.038915,0.003898
0.010776,-0.012783,-344.965424,-0.331729,-0.331729,0.003896
0.007506,-0.012783,-343.997040,-0.143415,-0.143415,0.003900
0.010763,-0.045806,-343.499298,0.047163,0.047163,0.003901
0.014077,0.004261,-345.373932,-0.716594,-0.716594,0.003897
0.011031,0.018109,-346.288940,-0.699418,-0.699418,0.003902
0.008107,0.018109,-349.390442,-0.531086,-0.531086,0.003897
0.005121,-0.029827,-345.832825,0.190525,0.190525,0.003900
0.007308,-0.013848,-345.310913,-0.119490,-0.119490,0.003900
0.009595,0.036219,-343.952637,-0.824261,-0.824261,0.003902
0.008191,0.007457,-345.258667,-0.414891,-0.414891,0.003898
0.006843,0.007457,-348.442322,-0.336933,-0.336933,0.003899
0.005390,-0.035154,-347.041351,0.235675,0.235675,0.003899
0.006076,0.014914,-348.778412,-0.377523,-0.377523,0.003901
0.006843,0.043676,-347.281830,-0.750139,-0.750139,0.003901
0.007579,0.043676,-348.251282,-0.793030,-0.793030,0.003897
0.007567,-0.007457,-346.564117,-0.206526,-0.206526,0.003899
0.007539,-0.010653,-346.030914,-0.169070,-0.169070,0.004203
0.006871,0.043676,-346.958832,-0.752881,-0.752881,0.003897
0.006158,0.024501,-348.838348,-0.492028,-0.492028,0.003903
0.005474,0.024501,-352.903595,-0.451930,-0.451930,0.003895
0.008025,-0.034088,-350.254059,0.073906,0.073906,0.003901
0.010627,0.006392,-350.807495,-0.540030,-0.540030,0.003900
0.008069,0.045806,-348.699402,-0.844096,-0.844096,0.003899
0.005613,0.045806,-349.566376,-0.703901,-0.703901,0.003899
0.003084,0.000000,-349.872253,-0.033877,-0.033877,0.003898
0.005775,-0.014914,-349.142517,-0.017587,-0.017587,0.003900
0.008562,0.039415,-351.282593,-0.799921,-0.799921,0.003898
0.011237,0.039415,-352.055389,-0.952715,-0.952715,0.003901
0.009062,0.031958,-355.191315,-0.742100,-0.742100,0.003899
0.006779,-0.020240,-351.817688,-0.012086,-0.012086,0.003896
0.008796,0.013848,-351.506165,-0.519573,-0.519573,0.003901
0.010891,0.056459,-350.336456,-1.127892,-1.127892,0.003898
0.012903,0.056459,-351.826233,-1.243941,-1.243941,0.003900
0.012362,0.005326,-354.340637,-0.626892,-0.626892,0.003898
0.011756,-0.018109,-353.188812,-0.322709,-0.322709,0.003898
0.011591,0.041545,-355.373749,-0.996664,-0.996664,0.003899
0.011433,0.041545,-355.336761,-0.986688,-0.986688,0.003901
0.011257,0.035154,-357.886353,-0.903438,-0.903438,0.003899
0.012995,-0.022371,-355.308197,-0.343666,-0.343666,0.003898
0.014782,0.008522,-354.995239,-0.801021,-0.801021,0.004231
0.012858,0.051133,-354.107300,-1.178467,-1.178467,0.003900
0.011011,0.051133,-355.709930,-1.072757,-1.072757,0.003901
0.009027,-0.005326,-357.941101,-0.311764,-0.311764,0.003898
0.011799,-0.026632,-356.779694,-0.226148,-0.226148,0.003901
0.014671,0.029827,-358.920288,-1.037961,-1.037961,0.003899
0.017428,0.029827,-359.258575,-1.195468,-1.195468,0.003901
0.015228,0.020240,-362.304535,-0.959210,-0.959210,0.003896
0.012901,-0.037284,-359.095856,-0.165735,-0.165735,0.003900
0.014489,-0.005326,-358.908966,-0.624101,-0.624101,0.003898
0.016013,-0.005326,-357.946564,-0.711718,-0.711718,0.003900
0.017631,0.036219,-359.521698,-1.280710,-1.280710,0.003902
0.017320,-0.025566,-361.373566,-0.554867,-0.554867,0.003897
0.016978,-0.037284,-360.242249,-0.400290,-0.400290,0.003899
0.016124,0.021305,-362.273010,-1.022471,-1.022471,0.003899
0.015305,0.021305,-363.016724,-0.974569,-0.974569,0.003901
0.014442,0.001065,-366.474060,-0.693012,-0.693012,0.003901
0.016296,-0.053263,-363.306519,-0.176085,-0.176085,0.003899
0.018234,-0.010653,-363.645264,-0.776560,-0.776560,0.003900
0.020095,-0.010653,-362.373901,-0.883327,-0.883327,0.003899
0.017647,0.019175,-364.037811,-1.084680,-1.084680,0.003898
0.015041,-0.049002,-364.121124,-0.153803,-0.153803,0.003904
0.017103,-0.037284,-363.134216,-0.406356,-0.406356,0.003899
0.019072,-0.037284,-363.958618,-0.519841,-0.519841,0.004200
0.021176,0.017044,-365.540649,-1.262327,-1.262327,0.003898
0.019694,-0.023436,-369.061859,-0.713175,-0.713175,0.003897
0.018133,-0.060720,-366.907135,-0.195194,-0.195194,0.003900
0.018185,-0.006392,-368.626038,-0.821022,-0.821022,0.003898
0.018235,-0.006392,-368.281860,-0.823176,-0.823176,0.003898
0.018310,0.001065,-371.045135,-0.913033,-0.913033,0.003900
0.019085,-0.067112,-368.188477,-0.175870,-0.175870,0.003901
0.019948,-0.035154,-368.076996,-0.592490,-0.592490,0.003896
0.020776,-0.035154,-367.348175,-0.640137,-0.640137,0.003898
0.018622,0.004261,-369.015411,-0.967919,-0.967919,0.003900
0.016319,-0.058590,-369.966553,-0.115384,-0.115384,0.003901
0.018433,-0.066046,-368.880585,-0.151086,-0.151086,0.003898
0.020463,-0.066046,-370.301270,-0.268118,-0.268118,0.003902
0.022631,-0.007457,-371.489868,-1.062817,-1.062817,0.003897
0.020770,-0.039415,-375.156738,-0.589608,-0.589608,0.003900
0.018817,-0.084156,-372.564148,0.036298,0.036298,0.003897
0.018676,-0.029827,-373.866791,-0.578635,-0.578635,0.003899
0.018541,-0.029827,-372.890991,-0.570323,-0.570323,0.003902
0.018443,-0.021305,-375.191254,-0.662657,-0.662657,0.003898
0.018421,-0.074569,-372.514740,-0.050699,-0.050699,0.003896
0.018504,-0.046872,-372.544830,-0.373631,-0.373631,0.003897
0.018583,-0.046872,-372.433563,-0.378177,-0.378177,0.003899
0.016589,-0.005326,-374.288269,-0.739273,-0.739273,0.004231
0.014432,-0.070307,-373.870911,0.129280,0.129280,0.003901
0.016404,-0.074569,-372.923553,0.064650,0.064650,0.003902
0.018532,-0.011718,-372.783691,-0.777509,-0.777509,0.003900
0.020575,-0.011718,-373.402313,-0.894920,-0.894920,0.003896
0.017783,-0.030893,-375.830292,-0.514788,-0.514788,0.003900
0.014992,-0.060720,-373.816406,-0.011964,-0.011964,0.003900
0.014546,-0.003196,-375.586060,-0.645723,-0.645723,0.003898
0.014117,-0.003196,-375.840912,-0.620403,-0.620403,0.003900
0.013702,-0.004261,-379.170441,-0.584263,-0.584263,0.003898
0.014486,-0.068177,-376.216888,0.103835,0.103835,0.003898
0.015401,-0.024501,-376.869385,-0.449966,-0.449966,0.003900
0.016280,-0.024501,-375.560333,-0.500173,-0.500173,0.003901
0.014331,0.013848,-377.374664,-0.827807,-0.827807,0.003895
0.012245,-0.043676,-375.496307,-0.048683,-0.048683,0.003900
0.013579,-0.040480,-375.146301,-0.162648,-0.162648,0.003900
0.015054,0.011718,-374.993622,-0.845137,-0.845137,0.003898
0.016471,0.011718,-376.613007,-0.926579,-0.926579,0.003900
0.015172,-0.038350,-378.035034,-0.278135,-0.278135,0.003899
0.013810,-0.069242,-376.730133,0.154358,0.154358,0.003897
0.013816,-0.007457,-377.788818,-0.553841,-0.553841,0.003901
0.013821,-0.007457,-378.396515,-0.553723,-0.553723,0.003901
0.013787,-0.018109,-380.612854,-0.429537,-0.429537,0.003896
0.014153,-0.063916,-378.532349,0.074736,0.074736,0.004197
0.014675,-0.023436,-380.086853,-0.419490,-0.419490,0.003902
0.012366,-0.005326,-379.965759,-0.493574,-0.493574,0.003900
0.010150,-0.005326,-383.005219,-0.366326,-0.366326,0.003900
0.007799,-0.064981,-380.033295,0.452895,0.452895,0.003898
0.009179,-0.035154,-381.036652,0.030956,0.030956,0.003898
0.010671,0.009587,-379.715210,-0.566537,-0.566537,0.003901
0.012103,0.009587,-381.548157,-0.649346,-0.649346,0.003901
0.010847,-0.037284,-378.773529,-0.039854,-0.039854,0.003895
0.009657,-0.033023,-378.568115,-0.021430,-0.021430,0.003896
0.008358,0.025566,-377.883331,-0.617603,-0.617603,0.003901
0.007110,0.025566,-379.581177,-0.546204,-0.546204,0.003897
0.005768,-0.012783,-379.863678,-0.029419,-0.029419,0.003898
0.007649,-0.051133,-378.817841,0.301713,0.301713,0.003900
0.009677,0.008522,-379.192322,-0.498188,-0.498188,0.003899
0.007831,0.006392,-379.949310,-0.367563,-0.367563,0.003898
0.006058,0.006392,-382.294678,-0.265415,-0.265415,0.003897
0.004181,-0.040480,-380.362000,0.379991,0.379991,0.003901
0.004781,-0.001065,-381.872467,-0.106514,-0.106514,0.003897
0.005429,0.018109,-381.968384,-0.362640,-0.362640,0.003900
0.006051,0.018109,-385.120544,-0.398336,-0.398336,0.003899
0.006169,-0.040480,-382.310211,0.266943,0.266943,0.003899
0.006373,-0.015979,-383.465210,-0.026460,-0.026460,0.003901
0.005139,0.030893,-382.848480,-0.491694,-0.491694,0.004233
0.003945,0.030893,-385.628632,-0.423323,-0.423323,0.003900
0.002598,-0.022371,-382.512848,0.264917,0.264917,0.003896
0.004163,-0.024501,-383.235352,0.198127,0.198127,0.003901
0.005885,0.034088,-381.875275,-0.571237,-0.571237,0.003902
0.004187,0.005326,-383.522125,-0.144963,-0.144963,0.003898
0.002557,0.005326,-381.133911,-0.050636,-0.050636,0.003895
0.000904,-0.018109,-380.789246,0.311630,0.311630,0.003899
0.000838,0.044741,-380.137146,-0.404243,-0.404243,0.003901
0.000746,0.037284,-381.492981,-0.313895,-0.313895,0.003904
0.000658,0.037284,-381.616180,-0.308288,-0.308288,0.003895
0.002008,-0.012783,-380.464996,0.187429,0.187429,0.003901
0.003491,0.037284,-380.982117,-0.471414,-0.471414,0.003899
0.001772,0.060720,-381.847168,-0.640756,-0.640756,0.003902
0.000122,0.060720,-384.059235,-0.545603,-0.545603,0.003902
-0.001686,0.001065,-382.121216,0.242088,0.242088,0.003899
0.000166,0.028762,-383.484436,-0.182179,-0.182179,0.003898
0.002104,0.071373,-383.608337,-0.780748,-0.780748,0.003902
0.001919,0.017044,-386.726044,-0.148111,-0.148111,0.003898
0.001741,0.017044,-383.992004,-0.136640,-0.136640,0.003900
0.001587,0.021305,-385.504150,-0.177675,-0.177675,0.003901
0.001340,0.078830,-385.334930,-0.821389,-0.821389,0.003899
0.000922,0.030893,-388.860779,-0.248702,-0.248702,0.003900
0.000530,0.030893,-385.957916,-0.224717,-0.224717,0.004171
0.003006,-0.004261,-386.993500,0.034293,0.034293,0.003897
0.005611,0.056459,-386.261322,-0.810031,-0.810031,0.003897
0.004505,0.042611,-388.687622,-0.588291,-0.588291,0.003904
0.003269,-0.004261,-385.974121,0.020348,0.020348,0.003897
0.002081,-0.004261,-386.068237,0.087441,0.087441,0.003899
0.002528,0.049002,-384.866638,-0.547945,-0.547945,0.003901
0.002988,0.057524,-386.293549,-0.672459,-0.672459,0.003901
0.003347,0.004261,-385.062531,-0.082720,-0.082720,0.003900
0.003692,0.004261,-384.517792,-0.103017,-0.103017,0.003897
0.004178,0.045806,-384.389740,-0.606795,-0.606795,0.003899
0.003067,0.083091,-386.143158,-0.969850,-0.969850,0.003900
0.001729,0.010653,-387.151978,-0.062972,-0.062972,0.003896
0.000444,0.010653,-385.933533,0.011233,0.011233,0.003902
0.002992,0.023436,-386.443268,-0.281952,-0.281952,0.003900
0.005629,0.074569,-387.340424,-1.018609,-1.018609,0.003900
0.005059,0.020240,-389.567932,-0.363520,-0.363520,0.003898
0.004491,0.014914,-387.655823,-0.269040,-0.269040,0.003898
0.003947,0.014914,-388.956757,-0.238542,-0.238542,0.003904
0.003967,0.070307,-389.699493,-0.873362,-0.873362,0.003899
0.003836,0.029827,-392.847900,-0.402065,-0.402065,0.003897
0.006051,-0.004261,-390.285980,-0.137781,-0.137781,0.003902
0.008178,-0.004261,-391.092773,-0.261002,-0.261002,0.003899
0.010485,0.061785,-391.591644,-1.149312,-1.149312,0.004203
0.009538,0.044741,-394.916229,-0.899567,-0.899567,0.003894
0.008425,-0.009587,-392.222534,-0.212330,-0.212330,0.003901
0.009204,0.046872,-393.609406,-0.904512,-0.904512,0.003904
0.009951,0.046872,-393.699188,-0.946858,-0.946858,0.003897
0.010680,0.050067,-397.154114,-1.025304,-1.025304,0.003900
0.011833,-0.011718,-394.301697,-0.382773,-0.382773,0.003902
0.013115,0.035154,-395.622955,-0.994187,-0.994187,0.003896
0.014346,0.035154,-395.444214,-1.064348,-1.064348,0.003898
0.013037,0.056459,-398.872803,-1.233125,-1.233125,0.003902
0.011520,-0.012783,-396.070679,-0.351920,-0.351920,0.003898
0.012989,0.021305,-397.263275,-0.827695,-0.827695,0.003902
0.014399,0.021305,-396.966034,-0.908198,-0.908198,0.003899
0.015888,0.057524,-400.341370,-1.408509,-1.408509,0.003900
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.015881,-0.012783,-397.627838,0.000000,-0.601785,0.003927
0.015937,0.004261,-398.598999,-0.801285,-0.801285,0.003903
0.014697,0.050067,-397.898376,-1.254017,-1.254017,0.003902
0.013505,0.050067,-400.938507,-1.185867,-1.185867,0.003897
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.012158,-0.004261,-398.550232,0.000000,-0.485280,0.003899
0.013884,-0.004261,-399.406738,-0.585391,-0.585391,0.003900
0.015736,0.047937,-398.741638,-1.289012,-1.289012,0.003900
0.017514,0.047937,-401.669891,-1.391414,-1.391414,0.003897
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.016488,-0.001065,-399.939484,0.000000,-0.770276,0.003901
0.015451,-0.013848,-400.869629,-0.565073,-0.565073,0.004200
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.014821,0.046872,-400.200714,0.000000,-1.223665,0.003900
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.014062,0.005326,-403.297211,0.000000,-0.704673,0.003925
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.013332,0.005326,-400.449371,0.000000,-0.661498,0.003904
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.014252,-0.015979,-400.866486,0.000000,-0.471617,0.003900
SPEED TOO -HIGH! SPEED TOO -HIGH! SPEED TOO -HIGH!0.015415,0.058590,-399.910706,0.000000,-1.391909,0.003899
0.013634,0.036219,-402.712769,-1.033877,-1.033877,0.003926
