theta_b,theta_b_dot,theta_w_dot,torque,torque_raw,delta_t
0.001191,-0.015979,26.828480,0.103663,0.103663,0.003900
0.000513,-0.005326,27.497972,0.020517,0.020517,0.003896
-0.000102,0.004261,28.236202,-0.054185,-0.054185,0.003902
-0.000693,0.004261,28.783981,-0.020567,-0.020567,0.003896
-0.001504,0.009587,29.051550,-0.035185,-0.035185,0.003897
-0.002270,0.012783,29.074940,-0.027851,-0.027851,0.003902
-0.001654,0.009587,29.012619,-0.026692,-0.026692,0.003898
-0.001062,0.009587,28.737389,-0.060667,-0.060667,0.003897
-0.000509,0.005326,28.211693,-0.043497,-0.043497,0.003898
0.000170,0.003196,27.423651,-0.057915,-0.057915,0.003901
0.000794,-0.004261,26.432640,-0.008084,-0.008084,0.003897
0.001370,-0.014914,25.641481,0.081186,0.081186,0.004231
0.001928,-0.014914,25.172043,0.049472,0.049472,0.003900
0.002444,-0.020240,25.140720,0.081028,0.081028,0.003898
0.002134,-0.015979,25.456114,0.050026,0.050026,0.003900
0.001877,-0.005326,25.895887,-0.057293,-0.057293,0.003901
0.001631,-0.005326,26.275568,-0.043299,-0.043299,0.003899
0.000447,0.001065,26.385002,-0.048668,-0.048668,0.003897
-0.000680,0.003196,26.245804,-0.008321,-0.008321,0.003901
-0.000185,-0.002131,26.130566,0.024254,0.024254,0.003918
0.000291,-0.002131,26.170107,-0.003020,-0.003020,0.003907
0.000727,-0.007457,26.306194,0.032857,0.032857,0.003898
0.001058,-0.007457,26.464468,0.013816,0.013816,0.003901
0.001383,-0.005326,26.456470,-0.029326,-0.029326,0.003895
0.000767,-0.002131,26.264175,-0.030503,-0.030503,0.003899
0.000175,-0.002131,25.736982,0.003566,0.003566,0.003897
-0.000385,0.000000,25.133116,0.011563,0.011563,0.003900
-0.000228,-0.005326,24.670799,0.063779,0.063779,0.003899
-0.000066,-0.002131,24.557346,0.018046,0.018046,0.003897
0.000090,-0.002131,24.669731,0.009130,0.009130,0.003898
-0.000229,0.005326,24.898415,-0.057916,-0.057916,0.003900
-0.000512,0.011718,25.024649,-0.114923,-0.114923,0.003899
-0.000825,0.012783,24.999178,-0.109234,-0.109234,0.003896
-0.001124,0.012783,24.817839,-0.092006,-0.092006,0.003898
-0.001426,0.008522,24.688433,-0.025834,-0.025834,0.004170
-0.000422,0.005326,24.569393,-0.046874,-0.046874,0.003894
0.000518,-0.001065,24.398958,-0.027652,-0.027652,0.003899
0.001182,-0.008522,24.160381,0.019675,0.019675,0.003898
0.001819,-0.008522,23.867435,-0.016811,-0.016811,0.003901
0.002394,-0.018109,23.705904,0.060007,0.060007,0.003899
0.002330,-0.023436,23.567783,0.124757,0.124757,0.003898
0.002284,-0.019175,23.543644,0.078672,0.078672,0.003898
0.002240,-0.019175,23.673727,0.081219,0.081219,0.003899
0.001458,-0.009587,23.828003,0.016286,0.016286,0.003897
0.000732,-0.003196,23.869635,-0.015241,-0.015241,0.003896
-0.000148,0.006392,23.750832,-0.074466,-0.074466,0.003901
-0.000953,0.017044,23.437361,-0.150133,-0.150133,0.003900
-0.001725,0.017044,23.030592,-0.105617,-0.105617,0.003901
-0.001433,0.014914,22.557629,-0.097865,-0.097865,0.003898
-0.001180,0.007457,22.181280,-0.026835,-0.026835,0.003899
-0.000334,0.002131,21.925243,-0.014301,-0.014301,0.003896
0.000478,0.002131,21.823008,-0.060851,-0.060851,0.003900
0.001230,-0.005326,21.665739,-0.018627,-0.018627,0.003897
0.001679,-0.010653,21.483227,0.016629,0.016629,0.003896
0.002082,-0.018109,21.417740,0.078925,0.078925,0.003901
0.002469,-0.018109,21.594732,0.056733,0.056733,0.003903
0.002414,-0.020240,21.969507,0.084168,0.084168,0.003896
0.002377,-0.014914,22.310762,0.025161,0.025161,0.004230
0.001315,-0.002131,22.556507,-0.060283,-0.060283,0.003900
0.000323,0.005326,22.442226,-0.088755,-0.088755,0.003897
-0.000630,0.005326,21.884144,-0.033993,-0.033993,0.003901
-0.000978,0.009587,21.135611,-0.062531,-0.062531,0.003896
-0.001329,0.005326,20.440287,0.006685,0.006685,0.003903
-0.000467,0.001065,19.888971,0.006275,0.006275,0.003896
0.000359,0.001065,19.595118,-0.040997,-0.040997,0.003900
0.001137,-0.003196,19.341892,-0.036777,-0.036777,0.003899
0.001228,-0.008522,19.092258,0.019103,0.019103,0.003900
0.001315,-0.008522,18.961945,0.014212,0.014212,0.003900
0.001398,-0.008522,19.064579,0.009473,0.009473,0.003903
0.001426,-0.014914,19.326021,0.081012,0.081012,0.003919
0.001465,-0.011718,19.697681,0.042089,0.042089,0.003902
0.001149,-0.004261,20.286690,-0.025290,-0.025290,0.003898
0.000866,0.001065,20.795933,-0.070237,-0.070237,0.003901
0.000594,0.001065,20.807051,-0.054825,-0.054825,0.003894
-0.000026,0.005326,20.591328,-0.068023,-0.068023,0.003900
-0.000625,0.004261,20.000563,-0.021345,-0.021345,0.003898
0.000125,-0.003196,19.552404,0.021205,0.021205,0.003898
0.000845,-0.003196,19.206968,-0.019948,-0.019948,0.003900
0.001520,-0.007457,18.969662,-0.009791,-0.009791,0.003900
0.001780,-0.008522,18.654165,-0.012471,-0.012471,0.003897
0.002020,-0.010653,18.298359,-0.001706,-0.001706,0.004169
0.001818,-0.012783,18.040924,0.034400,0.034400,0.003894
0.001625,-0.012783,17.841854,0.045614,0.045614,0.003899
0.001435,-0.013848,17.930540,0.068784,0.068784,0.003896
0.001078,-0.008522,18.199884,0.028285,0.028285,0.003896
0.000767,0.000000,18.511515,-0.051526,-0.051526,0.003901
0.000469,0.000000,18.646368,-0.034505,-0.034505,0.003901
-0.000477,0.011718,18.408768,-0.114401,-0.114401,0.003902
-0.001396,0.008522,18.074133,-0.024891,-0.024891,0.003898
-0.000916,0.006392,17.684820,-0.027967,-0.027967,0.003898
-0.000455,0.006392,17.485340,-0.054306,-0.054306,0.003895
-0.000020,0.004261,17.254004,-0.054815,-0.054815,0.003898
0.000675,-0.002131,16.862873,-0.021436,-0.021436,0.003897
0.001321,-0.007457,16.521437,0.002553,0.002553,0.003899
0.001717,-0.020240,16.313467,0.126309,0.126309,0.003898
0.002097,-0.020240,16.401197,0.104580,0.104580,0.003903
0.002458,-0.021305,16.770718,0.096016,0.096016,0.003894
0.001951,-0.011718,17.266048,0.015227,0.015227,0.003896
0.001496,-0.003196,17.627169,-0.056414,-0.056414,0.003900
0.001059,-0.003196,17.671690,-0.031480,-0.031480,0.003900
0.000166,0.002131,17.278614,-0.041175,-0.041175,0.003899
-0.000691,0.002131,16.776928,0.008235,0.008235,0.003900
-0.000237,-0.002131,16.258982,0.031101,0.031101,0.003898
0.000186,-0.005326,16.029263,0.043599,0.043599,0.004199
0.000594,-0.005326,16.098724,0.020276,0.020276,0.003898
0.000714,-0.003196,16.247976,-0.011008,-0.011008,0.003900
0.000860,0.005326,16.290829,-0.117055,-0.117055,0.003896
0.000131,0.010653,16.109617,-0.136184,-0.136184,0.003900
-0.000568,0.010653,15.636880,-0.095918,-0.095918,0.003898
-0.001248,0.008522,15.103331,-0.032292,-0.032292,0.003898
-0.000514,0.004261,14.681418,-0.025439,-0.025439,0.003899
0.000162,-0.003196,14.279141,0.021243,0.021243,0.003900
0.000812,-0.003196,14.119938,-0.015896,-0.015896,0.003898
0.001402,-0.006392,14.138268,-0.013165,-0.013165,0.003899
0.001957,-0.009587,14.115733,-0.008461,-0.008461,0.003900
0.001741,-0.013848,14.112348,0.052763,0.052763,0.003897
0.001525,-0.015979,14.282417,0.089554,0.089554,0.003901
0.001318,-0.015979,14.708636,0.101382,0.101382,0.003897
0.001071,-0.012783,15.320848,0.078785,0.078785,0.003895
0.000874,-0.002131,15.959750,-0.032110,-0.032110,0.003902
-0.000213,0.010653,16.372114,-0.116286,-0.116286,0.003900
-0.001256,0.010653,16.315186,-0.056519,-0.056519,0.003896
-0.002242,0.014914,16.024117,-0.048656,-0.048656,0.003898
-0.001968,0.011718,15.383538,-0.027649,-0.027649,0.003901
-0.001722,0.007457,14.873714,0.007244,0.007244,0.003895
-0.001485,0.007457,14.488856,-0.006136,-0.006136,0.003903
-0.000566,0.002131,14.299032,0.002176,0.002176,0.004192
0.000304,-0.001065,14.103782,-0.011147,-0.011147,0.003901
0.000257,-0.001065,13.878044,-0.008361,-0.008361,0.003900
0.000212,-0.001065,13.663486,-0.005670,-0.005670,0.003899
0.000169,-0.001065,13.437821,-0.003087,-0.003087,0.003900
0.000010,-0.003196,13.217394,0.030497,0.030497,0.003895
-0.000126,0.001065,13.073561,-0.010372,-0.010372,0.003898
-0.000064,0.003196,13.057727,-0.038254,-0.038254,0.003900
-0.000005,0.003196,12.867961,-0.041656,-0.041656,0.003896
0.000056,0.004261,12.425320,-0.057275,-0.057275,0.003899
0.000053,0.006392,11.868738,-0.081330,-0.081330,0.003897
0.000015,-0.003196,11.335751,0.030866,0.030866,0.003902
-0.000022,-0.003196,10.909675,0.033205,0.033205,0.003896
0.000761,-0.009587,10.890914,0.061563,0.061563,0.003900
0.001497,-0.013848,11.185618,0.068079,0.068079,0.003899
0.001106,-0.007457,11.595659,0.017228,0.017228,0.003897
0.000771,0.003196,11.964854,-0.085640,-0.085640,0.003901
0.000449,0.003196,12.116833,-0.067307,-0.067307,0.003899
-0.000571,0.008522,11.903698,-0.069716,-0.069716,0.003897
-0.001551,0.008522,11.522169,-0.013343,-0.013343,0.003897
-0.000840,0.004261,11.143988,-0.005266,-0.005266,0.003896
-0.000157,0.004261,10.897361,-0.044339,-0.044339,0.003905
0.000471,-0.003196,10.670791,0.005075,0.005075,0.003896
0.000843,-0.004261,10.378877,-0.003991,-0.003991,0.004230
0.001193,-0.006392,10.217037,0.000399,0.000399,0.003899
0.001182,-0.014914,10.190952,0.098677,0.098677,0.003900
0.001171,-0.014914,10.303761,0.099308,0.099308,0.003898
0.001168,-0.012783,10.686088,0.075008,0.075008,0.003898
0.000595,-0.008522,11.199261,0.059014,0.059014,0.003901
0.000088,0.003196,11.587689,-0.046240,-0.046240,0.003897
-0.000398,0.003196,11.987364,-0.018458,-0.018458,0.003903
-0.001410,0.013848,11.898122,-0.082478,-0.082478,0.003896
-0.002361,0.019175,11.487608,-0.088788,-0.088788,0.003895
-0.001947,0.020240,10.983787,-0.124583,-0.124583,0.003899
-0.001550,0.020240,10.386159,-0.147195,-0.147195,0.003900
-0.001192,0.013848,9.768283,-0.094306,-0.094306,0.003897
-0.000136,0.005326,9.174882,-0.057191,-0.057191,0.003898
0.000851,-0.002131,8.498363,-0.028250,-0.028250,0.003899
0.001507,-0.010653,7.922352,0.031900,0.031900,0.003897
0.002137,-0.010653,7.638142,-0.004045,-0.004045,0.003899
0.002714,-0.018109,7.530713,0.048308,0.048308,0.003899
0.002706,-0.018109,7.594947,0.048814,0.048814,0.003898
0.002706,-0.015979,7.876478,0.024381,0.024381,0.003897
0.002706,-0.015979,8.174684,0.024256,0.024256,0.003902
0.001802,-0.007457,8.465969,-0.021479,-0.021479,0.003897
0.000965,0.001065,8.530783,-0.071120,-0.071120,0.003898
0.000345,0.006392,8.360091,-0.096507,-0.096507,0.004200
-0.000248,0.007457,7.951675,-0.074561,-0.074561,0.003895
-0.000817,0.007457,7.392273,-0.041688,-0.041688,0.003901
-0.000153,0.003196,6.846753,-0.030846,-0.030846,0.003897
0.000445,-0.007457,6.338658,0.056979,0.056979,0.003900
0.001045,-0.011718,6.038672,0.071521,0.071521,0.003899
0.001621,-0.011718,6.157488,0.038573,0.038573,0.003897
0.002146,-0.019175,6.559575,0.093747,0.093747,0.003897
0.001459,-0.011718,6.926974,0.047674,0.047674,0.003898
0.000839,-0.001065,7.312861,-0.038839,-0.038839,0.003899
0.000244,-0.001065,7.636789,-0.004829,-0.004829,0.003897
-0.000820,0.006392,7.596017,-0.029184,-0.029184,0.003897
-0.001806,0.015979,7.405655,-0.082290,-0.082290,0.003901
-0.001517,0.014914,7.126463,-0.086656,-0.086656,0.003901
-0.001246,0.012783,6.661972,-0.077664,-0.077664,0.003897
-0.000987,0.012783,6.099369,-0.092368,-0.092368,0.003898
-0.000089,0.005326,5.587177,-0.058358,-0.058358,0.003900
0.000729,-0.006392,5.051351,0.028994,0.028994,0.003895
0.001390,-0.010653,4.620682,0.040042,0.040042,0.003900
0.002024,-0.010653,4.609616,0.003781,0.003781,0.003897
0.002605,-0.018109,4.835896,0.055779,0.055779,0.003899
0.002151,-0.018109,5.161371,0.081795,0.081795,0.003899
0.001746,-0.009587,5.551271,0.007330,0.007330,0.003897
0.001355,-0.009587,5.891745,0.029650,0.029650,0.004231
0.000323,-0.002131,6.190976,0.003411,0.003411,0.003903
-0.000631,0.007457,6.383250,-0.051635,-0.051635,0.003901
-0.000989,0.015979,6.305624,-0.128751,-0.128751,0.003918
-0.001324,0.018109,5.923374,-0.133852,-0.133852,0.003904
-0.001638,0.018109,5.486557,-0.115635,-0.115635,0.004333
-0.000970,0.013848,4.977098,-0.105094,-0.105094,0.003896
-0.000355,0.006392,4.354604,-0.054797,-0.054797,0.003896
0.000455,-0.002131,3.692517,-0.003552,-0.003552,0.003897
0.001202,-0.010653,3.201340,0.051406,0.051406,0.003901
0.001918,-0.010653,3.177525,0.010445,0.010445,0.003900
0.002376,-0.019175,3.392427,0.081729,0.081729,0.003896
0.002819,-0.018109,3.673743,0.043981,0.043981,0.003898
0.001794,-0.008522,3.998430,-0.006987,-0.006987,0.003895
0.000809,-0.008522,4.235617,0.049430,0.049430,0.003898
-0.000112,-0.002131,4.433390,0.029076,0.029076,0.003899
-0.000716,0.005326,4.778133,-0.021682,-0.021682,0.003897
-0.001264,0.013848,5.009323,-0.087917,-0.087917,0.003901
-0.001790,0.013848,4.825902,-0.057797,-0.057797,0.003896
-0.002039,0.024501,4.311070,-0.165326,-0.165326,0.003901
-0.002299,0.019175,3.764108,-0.089210,-0.089210,0.003895
-0.001415,0.007457,3.315187,-0.005631,-0.005631,0.003899
-0.000566,0.007457,3.000463,-0.054210,-0.054210,0.003899
0.000233,0.003196,2.671833,-0.051196,-0.051196,0.003901
0.000635,0.001065,2.167188,-0.049793,-0.049793,0.003896
0.001006,-0.003196,1.519167,-0.022085,-0.022085,0.003899
0.001774,-0.013848,0.891481,0.056030,0.056030,0.003900
0.002511,-0.013848,0.530960,0.013940,0.013940,0.003894
0.003175,-0.023436,0.532767,0.085687,0.085687,0.004230
0.003232,-0.021305,0.660726,0.058014,0.058014,0.003897
0.003295,-0.019175,0.896135,0.029964,0.029964,0.003899
0.003355,-0.019175,1.169077,0.026406,0.026406,0.003900
0.002651,-0.014914,1.415737,0.017985,0.017985,0.003900
0.001998,-0.008522,1.600503,-0.017810,-0.017810,0.003896
0.001351,0.000000,1.751860,-0.078259,-0.078259,0.003896
0.000753,0.006392,1.702160,-0.117164,-0.117164,0.003899
0.000180,0.006392,1.433141,-0.084187,-0.084187,0.003896
0.000289,0.006392,1.053377,-0.090384,-0.090384,0.003900
0.000379,0.002131,0.656164,-0.046585,-0.046585,0.003897
0.000744,0.000000,0.246546,-0.043003,-0.043003,0.003897
0.001094,0.000000,-0.163188,-0.062967,-0.062967,0.003900
0.001415,-0.004261,-0.537568,-0.032429,-0.032429,0.003897
0.001832,-0.011718,-0.854921,0.029150,0.029150,0.003901
0.002216,-0.015979,-0.952045,0.055991,0.055991,0.003897
0.002585,-0.015979,-0.652974,0.034844,0.034844,0.003898
0.002507,-0.018109,-0.121763,0.063581,0.063581,0.003896
0.002468,-0.008522,0.490846,-0.044163,-0.044163,0.003899
0.001151,0.004261,0.920516,-0.115092,-0.115092,0.003900
-0.000082,0.012783,0.929234,-0.142025,-0.142025,0.003902
-0.001265,0.012783,0.645882,-0.074048,-0.074048,0.003893
-0.001366,0.017044,0.239347,-0.116929,-0.116929,0.003900
-0.001471,0.013848,-0.151238,-0.074166,-0.074166,0.004203
-0.000851,0.011718,-0.533509,-0.085221,-0.085221,0.003893
-0.000256,0.011718,-0.886017,-0.119252,-0.119252,0.003901
0.000304,0.008522,-1.234865,-0.114652,-0.114652,0.003898
0.000760,-0.002131,-1.588122,-0.018754,-0.018754,0.003899
0.001186,-0.005326,-1.875660,-0.006486,-0.006486,0.003901
0.001439,-0.008522,-2.074196,0.015685,0.015685,0.003896
0.001682,-0.008522,-2.163552,0.001816,0.001816,0.003901
0.001919,-0.007457,-2.189398,-0.023965,-0.023965,0.003896
0.001805,-0.007457,-2.298157,-0.017416,-0.017416,0.003901
0.001700,-0.006392,-2.500174,-0.023521,-0.023521,0.003896
0.001599,-0.006392,-2.719602,-0.017634,-0.017634,0.003897
0.001544,-0.007457,-2.844515,-0.002222,-0.002222,0.003901
0.001492,-0.007457,-2.814220,0.000830,0.000830,0.003897
0.001349,-0.003196,-2.669697,-0.039731,-0.039731,0.003899
0.001211,-0.003196,-2.691371,-0.031886,-0.031886,0.003898
0.001079,-0.003196,-2.948555,-0.024289,-0.024289,0.003898
0.000914,-0.002131,-3.323725,-0.026881,-0.026881,0.003902
0.000735,-0.007457,-3.646628,0.044512,0.044512,0.003897
0.001102,-0.008522,-3.742540,0.035757,0.035757,0.003894
0.001454,-0.008522,-3.420795,0.015562,0.015562,0.003903
0.001792,-0.008522,-2.954600,-0.003998,-0.003998,0.003897
0.000839,0.002131,-2.682594,-0.071367,-0.071367,0.003900
-0.000046,0.009587,-2.774628,-0.106023,-0.106023,0.004197
-0.000898,0.009587,-3.206587,-0.057034,-0.057034,0.003894
-0.000963,0.007457,-3.751677,-0.028749,-0.028749,0.003899
-0.001045,0.002131,-4.187097,0.037166,0.037166,0.003897
-0.000218,-0.003196,-4.317048,0.050821,0.050821,0.003901
0.000580,-0.002131,-4.045241,-0.007151,-0.007151,0.003897
0.001346,-0.002131,-3.747463,-0.051259,-0.051259,0.003894
0.000743,0.002131,-3.814913,-0.065538,-0.065538,0.003902
0.000180,0.006392,-4.151511,-0.081967,-0.081967,0.003898
0.000365,0.001065,-4.528724,-0.031458,-0.031458,0.003896
0.000542,0.001065,-4.847717,-0.041486,-0.041486,0.003900
0.000704,-0.001065,-5.187070,-0.026281,-0.026281,0.003900
0.001278,-0.001065,-5.599959,-0.059088,-0.059088,0.003898
0.001809,-0.006392,-5.958716,-0.028425,-0.028425,0.003897
0.002318,-0.006392,-6.244601,-0.057542,-0.057542,0.003898
0.002605,-0.014914,-6.604256,0.023683,0.023683,0.003899
0.002868,-0.018109,-6.824809,0.045305,0.045305,0.003898
0.002893,-0.020240,-6.638992,0.068338,0.068338,0.003898
0.002917,-0.020240,-6.175751,0.066873,0.066873,0.003900
0.002952,-0.017044,-5.679265,0.028074,0.028074,0.003898
0.001862,-0.007457,-5.215534,-0.019277,-0.019277,0.003901
0.000856,0.003196,-4.878678,-0.083606,-0.083606,0.003899
-0.000008,0.012783,-4.882645,-0.143907,-0.143907,0.003898
-0.000833,0.012783,-5.266961,-0.096505,-0.096505,0.004197
-0.001617,0.015979,-5.719989,-0.087903,-0.087903,0.003896
-0.000815,0.009587,-6.126749,-0.060623,-0.060623,0.003900
-0.000072,0.002131,-6.567709,-0.017719,-0.017719,0.003900
0.000640,0.002131,-7.006060,-0.058465,-0.058465,0.003900
0.001358,0.000000,-7.273401,-0.075110,-0.075110,0.003898
0.002014,-0.008522,-7.598428,-0.015173,-0.015173,0.003897
0.002259,-0.012783,-8.024838,0.019682,0.019682,0.003895
0.002478,-0.017044,-8.170687,0.056058,0.056058,0.003898
0.002688,-0.017044,-8.050247,0.044043,0.044043,0.003899
0.002478,-0.021305,-7.675325,0.104842,0.104842,0.003897
0.002321,-0.009587,-7.161453,-0.020395,-0.020395,0.003898
0.001096,-0.001065,-6.841103,-0.047820,-0.047820,0.003901
-0.000080,-0.001065,-6.824893,0.019584,0.019584,0.003895
-0.001177,0.007457,-6.900919,-0.014985,-0.014985,0.003898
-0.001450,0.008522,-6.961179,-0.011433,-0.011433,0.003901
-0.001705,0.010653,-7.037049,-0.021167,-0.021167,0.003897
-0.001949,0.010653,-7.095159,-0.007089,-0.007089,0.003896
-0.001782,0.017044,-7.222697,-0.089854,-0.089854,0.003901
-0.001629,0.014914,-7.460471,-0.074178,-0.074178,0.003896
-0.001490,0.011718,-7.857872,-0.045483,-0.045483,0.003899
-0.001357,0.011718,-8.395378,-0.052990,-0.052990,0.003901
-0.001229,0.011718,-8.964775,-0.060129,-0.060129,0.003895
-0.000545,0.005326,-9.521857,-0.026018,-0.026018,0.004236
0.000078,-0.003196,-10.007920,0.035983,0.035983,0.003900
0.000697,-0.008522,-10.190153,0.061610,0.061610,0.003895
0.001291,-0.008522,-9.985774,0.027559,0.027559,0.003899
0.001858,-0.009587,-9.555674,0.007138,0.007138,0.003896
0.001037,-0.001065,-9.201888,-0.043448,-0.043448,0.003899
0.000289,0.009587,-9.124707,-0.122571,-0.122571,0.003901
-0.000141,0.011718,-9.449398,-0.122302,-0.122302,0.003896
-0.000554,0.011718,-9.786988,-0.098468,-0.098468,0.003900
-0.000962,0.008522,-10.271824,-0.038301,-0.038301,0.003898
-0.000150,0.004261,-10.791135,-0.035936,-0.035936,0.003897
0.000609,-0.001065,-11.211266,-0.018352,-0.018352,0.003898
0.001338,-0.001065,-11.525830,-0.060041,-0.060041,0.003896
0.001884,-0.005326,-11.754059,-0.042512,-0.042512,0.003897
0.002384,-0.011718,-12.114381,0.002002,0.002002,0.003899
0.002540,-0.018109,-12.398060,0.066404,0.066404,0.003897
0.002689,-0.018109,-12.271962,0.057962,0.057962,0.003901
0.002828,-0.019175,-11.859006,0.062116,0.062116,0.003898
0.002381,-0.014914,-11.244493,0.038802,0.038802,0.003899
0.001989,-0.005326,-10.616122,-0.048659,-0.048659,0.003898
0.000746,0.009587,-10.244210,-0.148278,-0.148278,0.003901
-0.000447,0.009587,-10.333938,-0.079911,-0.079911,0.003901
-0.001571,0.014914,-10.736743,-0.076234,-0.076234,0.003920
-0.001157,0.011718,-11.182920,-0.063277,-0.063277,0.004173
-0.000771,0.009587,-11.661596,-0.060908,-0.060908,0.003895
-0.000400,0.009587,-12.121312,-0.082030,-0.082030,0.003897
0.000467,0.003196,-12.632482,-0.058434,-0.058434,0.003896
0.001275,-0.003196,-13.103397,-0.031453,-0.031453,0.003901
0.001739,-0.009587,-13.586316,0.015214,0.015214,0.003896
0.002186,-0.009587,-13.892303,-0.010218,-0.010218,0.003897
0.002590,-0.015979,-14.039614,0.039851,0.039851,0.003900
0.002663,-0.021305,-14.038995,0.096666,0.096666,0.003900
0.002750,-0.017044,-13.824729,0.042913,0.042913,0.003900
0.001909,-0.010653,-13.459062,0.017945,0.017945,0.003893
0.001102,-0.010653,-13.072505,0.064159,0.064159,0.003898
0.000375,0.002131,-12.726408,-0.040583,-0.040583,0.003900
-0.000620,0.010653,-12.584552,-0.081105,-0.081105,0.003898
-0.001552,0.017044,-12.798869,-0.100813,-0.100813,0.003897
-0.002447,0.017044,-13.240866,-0.049341,-0.049341,0.003895
-0.002224,0.021305,-13.791584,-0.110754,-0.110754,0.003902
-0.002021,0.018109,-14.223406,-0.085550,-0.085550,0.003897
-0.001233,0.010653,-14.830188,-0.045304,-0.045304,0.003897
-0.000476,0.010653,-15.270535,-0.088544,-0.088544,0.003901
0.000231,0.005326,-15.710254,-0.067987,-0.067987,0.003893
0.000922,-0.002131,-16.133696,-0.022154,-0.022154,0.003903
0.001554,-0.010653,-16.434437,0.039285,0.039285,0.003894
0.001938,-0.015979,-16.337299,0.078363,0.078363,0.004228
0.002311,-0.015979,-15.896726,0.056896,0.056896,0.003903
0.002657,-0.019175,-15.207072,0.073415,0.073415,0.003899
0.001809,-0.008522,-14.529908,-0.000138,-0.000138,0.003895
0.001044,0.004261,-13.951687,-0.102771,-0.102771,0.003903
0.000308,0.004261,-13.755474,-0.060777,-0.060777,0.003897
-0.000751,0.014914,-13.902357,-0.121937,-0.121937,0.003896
-0.001749,0.020240,-14.317147,-0.125559,-0.125559,0.003896
-0.001235,0.017044,-14.739843,-0.118336,-0.118336,0.003900
-0.000765,0.010653,-15.152175,-0.071964,-0.071964,0.003896
-0.000314,0.010653,-15.681746,-0.097693,-0.097693,0.003899
0.000457,0.004261,-16.213806,-0.068607,-0.068607,0.003899
0.001174,-0.002131,-16.781889,-0.036373,-0.036373,0.003899
0.001642,-0.009587,-17.389303,0.022297,0.022297,0.003901
0.002092,-0.009587,-17.806433,-0.003310,-0.003310,0.003898
0.002509,-0.013848,-18.076063,0.021736,0.021736,0.003895
0.002534,-0.017044,-18.122763,0.056997,0.056997,0.003900
0.002574,-0.012783,-17.988173,0.005938,0.005938,0.003896
0.002612,-0.012783,-17.756126,0.003681,0.003681,0.003901
0.001742,-0.008522,-17.595982,0.004793,0.004793,0.003896
0.000938,0.000000,-17.400791,-0.046677,-0.046677,0.003898
0.000411,0.005326,-17.436840,-0.077434,-0.077434,0.003896
-0.000084,0.008522,-17.678629,-0.085604,-0.085604,0.003897
-0.000556,0.008522,-18.026911,-0.058395,-0.058395,0.004228
-0.000132,0.007457,-18.337589,-0.070410,-0.070410,0.003904
0.000247,0.000000,-18.707262,-0.006688,-0.006688,0.003896
0.000820,-0.006392,-18.840595,0.033744,0.033744,0.003901
0.001370,-0.006392,-18.695210,0.002222,0.002222,0.003898
0.001877,-0.011718,-18.431252,0.033971,0.033971,0.003899
0.001794,-0.010653,-18.118801,0.026449,0.026449,0.003896
0.001742,-0.003196,-17.863434,-0.056060,-0.056060,0.003897
0.000987,0.005326,-17.687342,-0.110329,-0.110329,0.003895
0.000261,0.005326,-17.952997,-0.068739,-0.068739,0.003896
-0.000415,0.010653,-18.460760,-0.090756,-0.090756,0.003898
-0.000022,0.006392,-19.096491,-0.064367,-0.064367,0.003897
0.000328,-0.001065,-19.790400,0.001168,0.001168,0.003900
0.000664,-0.001065,-20.318302,-0.017838,-0.017838,0.003900
0.001433,-0.004261,-20.725616,-0.025197,-0.025197,0.003899
0.002163,-0.006392,-21.032446,-0.042578,-0.042578,0.003897
0.002086,-0.007457,-21.462393,-0.025825,-0.025825,0.003900
0.002012,-0.007457,-21.766306,-0.021396,-0.021396,0.003895
0.001933,-0.009587,-22.121265,0.007663,0.007663,0.003901
0.002131,-0.017044,-22.114510,0.081785,0.081785,0.003897
0.002317,-0.018109,-21.854155,0.083273,0.083273,0.003899
0.001922,-0.012783,-21.205051,0.044908,0.044908,0.003899
0.001542,-0.012783,-20.339134,0.066453,0.066453,0.003901
0.001213,-0.003196,-19.497107,-0.024733,-0.024733,0.004195
-0.000004,0.007457,-18.908604,-0.077162,-0.077162,0.003900
-0.001128,0.019175,-18.758574,-0.146999,-0.146999,0.003902
-0.002206,0.019175,-18.946550,-0.085085,-0.085085,0.003900
-0.002233,0.023436,-19.247765,-0.132258,-0.132258,0.003898
-0.002275,0.019175,-19.762705,-0.080967,-0.080967,0.003898
-0.001327,0.013848,-20.345675,-0.074195,-0.074195,0.003896
-0.000430,0.010653,-20.963448,-0.088928,-0.088928,0.003903
0.000432,0.010653,-21.634596,-0.138165,-0.138165,0.003896
0.001151,0.005326,-22.437311,-0.118205,-0.118205,0.003902
0.001797,-0.006392,-23.258310,-0.020847,-0.020847,0.003895
0.002427,-0.012783,-23.922750,0.016442,0.016442,0.003901
0.003033,-0.012783,-24.280571,-0.018059,-0.018059,0.003897
0.003602,-0.015979,-24.530933,-0.014020,-0.014020,0.003901
0.003440,-0.014914,-24.493900,-0.016833,-0.016833,0.003898
0.003285,-0.014914,-24.507635,-0.007940,-0.007940,0.003897
0.003136,-0.014914,-24.351089,0.000619,0.000619,0.003898
0.002875,-0.014914,-24.161600,0.015560,0.015560,0.003897
0.002628,-0.013848,-23.777651,0.017468,0.017468,0.003904
0.002402,-0.009587,-23.360287,-0.018477,-0.018477,0.003897
0.002185,-0.009587,-23.020565,-0.006173,-0.006173,0.003900
